#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         229     -8.400000e-01     -7.865502e-01      6.391937e-03
         230     -8.400000e-01     -7.867826e-01      6.368369e-03
         231     -9.200000e-01     -7.873593e-01      6.366859e-03
         232     -9.200000e-01     -7.879310e-01      6.365034e-03
         233     -8.400000e-01     -7.881545e-01      6.341638e-03
         234     -9.200000e-01     -7.887179e-01      6.339518e-03
         235     -8.400000e-01     -7.889362e-01      6.316296e-03
         236     -9.200000e-01     -7.894915e-01      6.313899e-03
         237     -9.200000e-01     -7.900422e-01      6.311226e-03
         238     -9.200000e-01     -7.905882e-01      6.308285e-03
         239     -9.200000e-01     -7.911297e-01      6.305087e-03
         240     -9.200000e-01     -7.916667e-01      6.301639e-03
         241     -7.600000e-01     -7.915353e-01      6.276860e-03
         242     -9.200000e-01     -7.920661e-01      6.273330e-03
         243     -9.200000e-01     -7.925926e-01      6.269567e-03
         244     -9.200000e-01     -7.931148e-01      6.265578e-03
         245     -9.200000e-01     -7.936327e-01      6.261372e-03
         246     -9.200000e-01     -7.941463e-01      6.256956e-03
         247     -8.400000e-01     -7.943320e-01      6.234377e-03
         248     -9.200000e-01     -7.948387e-01      6.229798e-03
         249     -9.200000e-01     -7.953414e-01      6.225024e-03
         250     -8.400000e-01     -7.955200e-01      6.202686e-03
         251     -8.400000e-01     -7.956972e-01      6.180505e-03
         252     -8.400000e-01     -7.958730e-01      6.158479e-03
         253     -8.400000e-01     -7.960474e-01      6.136607e-03
         254     -6.800000e-01     -7.955906e-01      6.129431e-03
         255     -6.800000e-01     -7.951373e-01      6.122133e-03
         256     -6.800000e-01     -7.946875e-01      6.114716e-03
         257     -9.200000e-01     -7.951751e-01      6.110334e-03
         258     -8.400000e-01     -7.953488e-01      6.089120e-03
         259     -8.400000e-01     -7.955212e-01      6.068050e-03
         260     -7.600000e-01     -7.953846e-01      6.046249e-03
         261     -6.800000e-01     -7.949425e-01      6.039224e-03
         262     -6.800000e-01     -7.945038e-01      6.032087e-03
         263     -7.600000e-01     -7.943726e-01      6.010578e-03
         264     -7.600000e-01     -7.942424e-01      5.989220e-03
         265     -8.400000e-01     -7.944151e-01      5.969108e-03
         266     -7.600000e-01     -7.942857e-01      5.948070e-03
         267     -7.600000e-01     -7.941573e-01      5.927178e-03
         268     -7.600000e-01     -7.940299e-01      5.906432e-03
         269     -6.800000e-01     -7.936059e-01      5.899667e-03
         270     -7.600000e-01     -7.934815e-01      5.879129e-03
         271     -7.600000e-01     -7.933579e-01      5.858733e-03
         272     -7.600000e-01     -7.932353e-01      5.838477e-03
         273     -7.600000e-01     -7.931136e-01      5.818360e-03
         274     -8.400000e-01     -7.932847e-01      5.799641e-03
         275     -8.400000e-01     -7.934545e-01      5.781038e-03
         276     -8.400000e-01     -7.936232e-01      5.762552e-03
         277     -8.400000e-01     -7.937906e-01      5.744180e-03
         278     -8.400000e-01     -7.939568e-01      5.725922e-03
         279     -8.400000e-01     -7.941219e-01      5.707777e-03
         280     -8.400000e-01     -7.942857e-01      5.689743e-03
         281     -7.600000e-01     -7.941637e-01      5.670803e-03
         282     -6.800000e-01     -7.937589e-01      5.665126e-03
         283     -8.400000e-01     -7.939223e-01      5.647464e-03
         284     -8.400000e-01     -7.940845e-01      5.629908e-03
         285     -8.400000e-01     -7.942456e-01      5.612459e-03
         286     -8.400000e-01     -7.944056e-01      5.595115e-03
         287     -8.400000e-01     -7.945645e-01      5.577874e-03
         288     -8.400000e-01     -7.947222e-01      5.560737e-03
         289     -8.400000e-01     -7.948789e-01      5.543703e-03
         290     -7.600000e-01     -7.947586e-01      5.525891e-03
         291     -7.600000e-01     -7.946392e-01      5.508192e-03
         292     -7.600000e-01     -7.945205e-01      5.490606e-03
         293     -7.600000e-01     -7.944027e-01      5.473131e-03
         294     -7.600000e-01     -7.942857e-01      5.455765e-03
         295     -6.800000e-01     -7.938983e-01      5.451009e-03
         296     -7.600000e-01     -7.937838e-01      5.433796e-03
         297     -6.800000e-01     -7.934007e-01      5.428989e-03
         298     -7.600000e-01     -7.932886e-01      5.411928e-03
         299     -7.600000e-01     -7.931773e-01      5.394973e-03
         300     -7.600000e-01     -7.930667e-01      5.378123e-03
         301     -6.800000e-01     -7.926910e-01      5.373358e-03
         302     -6.800000e-01     -7.923179e-01      5.368506e-03
         303     -6.800000e-01     -7.919472e-01      5.363571e-03
         304     -7.600000e-01     -7.918421e-01      5.346957e-03
         305     -7.600000e-01     -7.917377e-01      5.330445e-03
         306     -7.600000e-01     -7.916340e-01      5.314034e-03
         307     -6.800000e-01     -7.912704e-01      5.309151e-03
         308     -6.800000e-01     -7.909091e-01      5.304191e-03
         309     -7.600000e-01     -7.908091e-01      5.287968e-03
         310     -8.400000e-01     -7.909677e-01      5.273291e-03
         311     -8.400000e-01     -7.911254e-01      5.258691e-03
         312     -6.800000e-01     -7.907692e-01      5.253884e-03
         313     -7.600000e-01     -7.906709e-01      5.238018e-03
         314     -7.600000e-01     -7.905732e-01      5.222247e-03
         315     -8.400000e-01     -7.907302e-01      5.208025e-03
         316     -8.400000e-01     -7.908861e-01      5.193878e-03
         317     -6.000000e-01     -7.902839e-01      5.212283e-03
         318     -8.400000e-01     -7.904403e-01      5.198236e-03
         319     -8.400000e-01     -7.905956e-01      5.184262e-03
         320     -8.400000e-01     -7.907500e-01      5.170359e-03
         321     -7.600000e-01     -7.906542e-01      5.155140e-03
         322     -7.600000e-01     -7.905590e-01      5.140009e-03
         323     -7.600000e-01     -7.904644e-01      5.124966e-03
         324     -7.600000e-01     -7.903704e-01      5.110011e-03
         325     -7.600000e-01     -7.902769e-01      5.095142e-03
         326     -7.600000e-01     -7.901840e-01      5.080359e-03
         327     -7.600000e-01     -7.900917e-01      5.065662e-03
         328     -6.800000e-01     -7.897561e-01      5.061325e-03
         329     -7.600000e-01     -7.896657e-01      5.046749e-03
         330     -7.600000e-01     -7.895758e-01      5.032256e-03
         331     -8.400000e-01     -7.897281e-01      5.019359e-03
         332     -9.200000e-01     -7.901205e-01      5.019554e-03
         333     -9.200000e-01     -7.905105e-01      5.019610e-03
         334     -8.400000e-01     -7.906587e-01      5.006768e-03
         335     -8.400000e-01     -7.908060e-01      4.993988e-03
         336     -7.600000e-01     -7.907143e-01      4.979967e-03
         337     -8.400000e-01     -7.908605e-01      4.967336e-03
         338     -7.600000e-01     -7.907692e-01      4.953479e-03
         339     -8.400000e-01     -7.909145e-01      4.940995e-03
         340     -7.600000e-01     -7.908235e-01      4.927300e-03
         341     -6.800000e-01     -7.904985e-01      4.923557e-03
         342     -6.000000e-01     -7.899415e-01      4.940568e-03
         343     -6.000000e-01     -7.893878e-01      4.957101e-03
