#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
         242     -2.400000e-01      1.619835e-02      1.159892e-02
         243     -2.400000e-01      1.514403e-02      1.159900e-02
         244     -1.200000e-01      1.459016e-02      1.156468e-02
         245     -1.200000e-01      1.404082e-02      1.153052e-02
         246     -3.200000e-01      1.268293e-02      1.156333e-02
         247     -2.400000e-01      1.165992e-02      1.156168e-02
         248     -1.600000e-01      1.096774e-02      1.153576e-02
         249      4.000000e-02      1.108434e-02      1.149002e-02
         250      8.000000e-02      1.136000e-02      1.144737e-02
         251     -1.600000e-01      1.067729e-02      1.142210e-02
         252     -1.600000e-01      1.000000e-02      1.139684e-02
         253      2.000000e-01      1.075099e-02      1.137651e-02
         254      8.000000e-02      1.102362e-02      1.133498e-02
         255     -1.200000e-01      1.050980e-02      1.130217e-02
         256     -4.000000e-02      1.031250e-02      1.125974e-02
         257     -1.200000e-01      9.805447e-03      1.122734e-02
         258      4.000000e-02      9.922481e-03      1.118444e-02
         259      8.000000e-02      1.019305e-02      1.114453e-02
         260     -1.600000e-01      9.538462e-03      1.112087e-02
         261     -8.000000e-02      9.195402e-03      1.108355e-02
         262     -1.600000e-01      8.549618e-03      1.106004e-02
         263      1.200000e-01      8.973384e-03      1.102611e-02
         264      2.800000e-01      1.000000e-02      1.103203e-02
         265      4.400000e-01      1.162264e-02      1.110909e-02
         266      2.400000e-01      1.248120e-02      1.110046e-02
         267      1.200000e-01      1.288390e-02      1.106618e-02
         268      0.000000e+00      1.283582e-02      1.102500e-02
         269      1.200000e-01      1.323420e-02      1.099121e-02
         270      1.200000e-01      1.362963e-02      1.095761e-02
         271      2.000000e-01      1.431734e-02      1.093873e-02
         272      1.200000e-01      1.470588e-02      1.090542e-02
         273      4.000000e-02      1.479853e-02      1.086586e-02
         274      2.800000e-01      1.576642e-02      1.086923e-02
         275      8.000000e-02      1.600000e-02      1.083221e-02
         276      4.000000e-02      1.608696e-02      1.079332e-02
         277      8.000000e-02      1.631769e-02      1.075682e-02
         278      0.000000e+00      1.625899e-02      1.071828e-02
         279      0.000000e+00      1.620072e-02      1.068002e-02
         280      1.600000e-01      1.671429e-02      1.065422e-02
         281      4.000000e-02      1.679715e-02      1.061663e-02
         282      1.600000e-01      1.730496e-02      1.059112e-02
         283      4.000000e-02      1.738516e-02      1.055400e-02
         284      2.800000e-01      1.830986e-02      1.055727e-02
         285     -1.200000e-01      1.782456e-02      1.053137e-02
         286     -2.000000e-01      1.706294e-02      1.052205e-02
         287     -1.200000e-01      1.658537e-02      1.049623e-02
         288      0.000000e+00      1.652778e-02      1.045994e-02
         289     -1.600000e-01      1.591696e-02      1.044156e-02
         290      0.000000e+00      1.586207e-02      1.040570e-02
         291      4.000000e-02      1.594502e-02      1.037027e-02
         292      2.400000e-01      1.671233e-02      1.036311e-02
         293      1.200000e-01      1.706485e-02      1.033373e-02
         294      1.600000e-01      1.755102e-02      1.031002e-02
         295     -4.000000e-02      1.735593e-02      1.027691e-02
         296     -1.600000e-01      1.675676e-02      1.025964e-02
         297     -4.000000e-02      1.656566e-02      1.022688e-02
         298     -4.000000e-02      1.637584e-02      1.019432e-02
         299      0.000000e+00      1.632107e-02      1.016038e-02
         300      0.000000e+00      1.626667e-02      1.012665e-02
         301     -1.600000e-01      1.568106e-02      1.010993e-02
         302      8.000000e-02      1.589404e-02      1.007869e-02
         303      1.600000e-01      1.636964e-02      1.005665e-02
         304      2.400000e-01      1.710526e-02      1.005043e-02
         305      3.200000e-01      1.809836e-02      1.006643e-02
         306      3.600000e-01      1.921569e-02      1.009535e-02
         307      4.800000e-01      2.071661e-02      1.017343e-02
         308      3.200000e-01      2.168831e-02      1.018670e-02
         309      3.200000e-01      2.265372e-02      1.019937e-02
         310      2.400000e-01      2.335484e-02      1.019054e-02
         311      0.000000e+00      2.327974e-02      1.015805e-02
         312      3.600000e-01      2.435897e-02      1.018266e-02
         313      3.200000e-01      2.530351e-02      1.019384e-02
         314      1.600000e-01      2.573248e-02      1.017040e-02
         315      2.400000e-01      2.641270e-02      1.016084e-02
         316      1.200000e-01      2.670886e-02      1.013300e-02
         317      3.200000e-01      2.763407e-02      1.014318e-02
         318      0.000000e+00      2.754717e-02      1.011166e-02
         319     -8.000000e-02      2.721003e-02      1.008558e-02
         320      1.600000e-01      2.762500e-02      1.006259e-02
         321      0.000000e+00      2.753894e-02      1.003161e-02
         322      8.000000e-02      2.770186e-02      1.000178e-02
         323      2.000000e-01      2.823529e-02      9.985033e-03
         324      2.000000e-01      2.876543e-02      9.968279e-03
         325     -8.000000e-02      2.843077e-02      9.943223e-03
         326     -2.800000e-01      2.748466e-02      9.957632e-03
         327     -2.000000e-01      2.678899e-02      9.951452e-03
         328      4.000000e-02      2.682927e-02      9.921194e-03
         329      4.000000e-02      2.686930e-02      9.891119e-03
         330     -1.200000e-01      2.642424e-02      9.871154e-03
         331      1.200000e-01      2.670695e-02      9.845379e-03
         332      2.000000e-01      2.722892e-02      9.829551e-03
         333      1.200000e-01      2.750751e-02      9.803980e-03
         334      1.200000e-01      2.778443e-02      9.778537e-03
         335      2.800000e-01      2.853731e-02      9.778288e-03
         336      3.600000e-01      2.952381e-02      9.798821e-03
         337      2.000000e-01      3.002967e-02      9.782794e-03
         338     -4.000000e-02      2.982249e-02      9.756044e-03
         339     -4.000000e-02      2.961652e-02      9.729439e-03
         340      0.000000e+00      2.952941e-02      9.701213e-03
         341     -2.400000e-01      2.873900e-02      9.704910e-03
         342     -3.600000e-01      2.760234e-02      9.742870e-03
         343     -4.000000e-02      2.740525e-02      9.716458e-03
         344      0.000000e+00      2.732558e-02      9.688539e-03
         345     -3.600000e-01      2.620290e-02      9.725286e-03
         346     -3.200000e-01      2.520231e-02      9.748515e-03
         347     -3.200000e-01      2.420749e-02      9.771049e-03
         348     -1.600000e-01      2.367816e-02      9.757299e-03
         349     -2.800000e-01      2.280802e-02      9.768063e-03
         350     -3.600000e-01      2.171429e-02      9.801196e-03
         351     -4.000000e-01      2.051282e-02      9.846637e-03
         352     -3.200000e-01      1.954545e-02      9.866068e-03
         353      8.000000e-02      1.971671e-02      9.839605e-03
         354      4.000000e-02      1.977401e-02      9.811976e-03
         355      8.000000e-02      1.994366e-02      9.785803e-03
         356     -2.400000e-01      1.921348e-02      9.785519e-03
         357     -2.800000e-01      1.837535e-02      9.793936e-03
         358     -4.400000e-01      1.709497e-02      9.849916e-03
         359     -6.400000e-01      1.526462e-02      9.991092e-03
         360     -4.400000e-01      1.400000e-02      1.004306e-02
         361     -2.000000e-01      1.340720e-02      1.003272e-02
         362     -1.600000e-01      1.292818e-02      1.001643e-02
         363     -8.000000e-02      1.267218e-02      9.992107e-03
         364     -2.400000e-01      1.197802e-02      9.988739e-03
         365      4.000000e-02      1.205479e-02      9.961668e-03
         366     -8.000000e-02      1.180328e-02      9.937625e-03
         367      2.000000e-01      1.231608e-02      9.923768e-03
         368      3.600000e-01      1.326087e-02      9.941674e-03
         369      3.200000e-01      1.409214e-02      9.949425e-03
         370      1.600000e-01      1.448649e-02      9.930346e-03
         371      2.400000e-01      1.509434e-02      9.922166e-03
         372      1.200000e-01      1.537634e-02      9.899501e-03
         373      8.000000e-02      1.554960e-02      9.874476e-03
         374      8.000000e-02      1.572193e-02      9.849578e-03
         375     -8.000000e-02      1.546667e-02      9.826619e-03
         376      0.000000e+00      1.542553e-02      9.800570e-03
         377      8.000000e-02      1.559682e-02      9.776071e-03
         378      8.000000e-02      1.576720e-02      9.751693e-03
         379      3.200000e-01      1.656992e-02      9.758946e-03
         380      2.400000e-01      1.715789e-02      9.750961e-03
         381      4.000000e-02      1.721785e-02      9.725552e-03
         382      0.000000e+00      1.717277e-02      9.700197e-03
         383      1.200000e-01      1.744125e-02      9.678585e-03
         384     -2.000000e-01      1.687500e-02      9.669930e-03
         385     -1.200000e-01      1.651948e-02      9.651347e-03
         386     -8.000000e-02      1.626943e-02      9.629582e-03
         387     -4.000000e-01      1.519380e-02      9.664587e-03
         388     -3.200000e-01      1.432990e-02      9.678213e-03
         389      0.000000e+00      1.429306e-02      9.653403e-03
         390      0.000000e+00      1.425641e-02      9.628720e-03
         391      1.600000e-01      1.462916e-02      9.611307e-03
         392      2.000000e-01      1.510204e-02      9.598414e-03
         393      1.600000e-01      1.547074e-02      9.581069e-03
         394      4.000000e-02      1.553299e-02      9.556954e-03
         395      8.000000e-02      1.569620e-02      9.534153e-03
         396     -4.000000e-02      1.555556e-02      9.511114e-03
         397     -1.200000e-01      1.521411e-02      9.493284e-03
         398      8.000000e-02      1.537688e-02      9.470827e-03
         399      1.600000e-01      1.573935e-02      9.454024e-03
         400      8.000000e-02      1.590000e-02      9.431754e-03
         401     -8.000000e-02      1.566085e-02      9.411264e-03
         402     -8.000000e-02      1.542289e-02      9.390861e-03
         403      8.000000e-02      1.558313e-02      9.368926e-03
         404      8.000000e-02      1.574257e-02      9.347092e-03
         405      4.000000e-02      1.580247e-02      9.324205e-03
         406      0.000000e+00      1.576355e-02      9.301320e-03
         407     -1.200000e-01      1.542998e-02      9.284446e-03
         408     -1.200000e-01      1.509804e-02      9.267622e-03
         409     -2.800000e-01      1.437653e-02      9.273006e-03
         410     -1.200000e-01      1.404878e-02      9.256179e-03
         411     -1.600000e-01      1.362530e-02      9.243340e-03
         412      2.000000e-01      1.407767e-02      9.231968e-03
         413      0.000000e+00      1.404358e-02      9.209677e-03
         414     -1.600000e-01      1.362319e-02      9.197021e-03
         415      0.000000e+00      1.359036e-02      9.174918e-03
         416      1.600000e-01      1.394231e-02      9.159611e-03
         417     -4.000000e-02      1.381295e-02      9.138559e-03
         418      4.000000e-02      1.387560e-02      9.116911e-03
         419     -4.000000e-02      1.374702e-02      9.096059e-03
         420     -1.600000e-01      1.333333e-02      9.083804e-03
         421     -2.000000e-01      1.282660e-02      9.076350e-03
         422     -2.800000e-01      1.213270e-02      9.081328e-03
         423     -2.000000e-01      1.163121e-02      9.073696e-03
         424     -3.200000e-01      1.084906e-02      9.085944e-03
         425     -8.000000e-02      1.063529e-02      9.067079e-03
         426      2.000000e-01      1.107981e-02      9.056685e-03
         427     -4.000000e-02      1.096019e-02      9.036265e-03
         428      1.600000e-01      1.130841e-02      9.021859e-03
         429      2.000000e-01      1.174825e-02      9.011544e-03
         430      8.000000e-02      1.190698e-02      8.991985e-03
         431      4.000000e-02      1.197216e-02      8.971358e-03
         432      8.000000e-02      1.212963e-02      8.951973e-03
         433     -4.000000e-02      1.200924e-02      8.932108e-03
         434     -8.000000e-02      1.179724e-02      8.914043e-03
         435     -1.600000e-01      1.140230e-02      8.902295e-03
         436      4.000000e-02      1.146789e-02      8.882119e-03
         437     -8.000000e-02      1.125858e-02      8.864260e-03
         438     -1.200000e-01      1.095890e-02      8.849086e-03
         439     -1.200000e-01      1.066059e-02      8.833955e-03
         440      8.000000e-02      1.081818e-02      8.815283e-03
         441      4.000000e-02      1.088435e-02      8.795543e-03
         442      2.000000e-01      1.131222e-02      8.786044e-03
         443      1.200000e-01      1.155756e-02      8.769636e-03
         444      1.200000e-01      1.180180e-02      8.753285e-03
         445      8.000000e-02      1.195506e-02      8.734956e-03
         446      3.600000e-01      1.273543e-02      8.750160e-03
         447      4.000000e-01      1.360179e-02      8.773370e-03
         448      4.400000e-01      1.455357e-02      8.805262e-03
         449      5.200000e-01      1.567929e-02      8.857318e-03
         450      3.200000e-01      1.635556e-02      8.863414e-03
         451      2.000000e-01      1.676275e-02      8.853110e-03
         452     -8.000000e-02      1.654867e-02      8.836111e-03
         453     -4.000000e-02      1.642384e-02      8.817487e-03
         454     -4.000000e-02      1.629956e-02      8.798941e-03
         455      0.000000e+00      1.626374e-02      8.779676e-03
         456      4.000000e-02      1.631579e-02      8.760577e-03
         457     -1.200000e-01      1.601751e-02      8.746484e-03
         458     -1.200000e-01      1.572052e-02      8.732427e-03
         459      0.000000e+00      1.568627e-02      8.713469e-03
         460     -4.000000e-02      1.556522e-02      8.695368e-03
         461     -2.400000e-01      1.501085e-02      8.694160e-03
         462     -2.400000e-01      1.445887e-02      8.692845e-03
         463     -5.200000e-01      1.330454e-02      8.750378e-03
         464     -3.200000e-01      1.258621e-02      8.760954e-03
         465     -1.200000e-01      1.230108e-02      8.746752e-03
         466     -2.000000e-01      1.184549e-02      8.739839e-03
         467     -1.200000e-01      1.156317e-02      8.725682e-03
         468      8.000000e-02      1.170940e-02      8.708263e-03
         469     -2.000000e-01      1.125800e-02      8.701387e-03
         470      8.000000e-02      1.140426e-02      8.684103e-03
         471      1.200000e-01      1.163482e-02      8.668725e-03
         472     -8.000000e-02      1.144068e-02      8.652533e-03
         473     -8.000000e-02      1.124736e-02      8.636400e-03
         474      0.000000e+00      1.122363e-02      8.618212e-03
         475     -8.000000e-02      1.103158e-02      8.602208e-03
         476      1.200000e-01      1.126050e-02      8.587182e-03
         477      4.000000e-02      1.132075e-02      8.569391e-03
         478     -1.600000e-01      1.096234e-02      8.558955e-03
         479     -1.200000e-01      1.068894e-02      8.545452e-03
         480     -8.000000e-02      1.050000e-02      8.529738e-03
         481     -2.000000e-01      1.006237e-02      8.523223e-03
         482      4.000000e-02      1.012448e-02      8.505767e-03
         483     -1.200000e-01      9.855072e-03      8.492422e-03
         484     -1.600000e-01      9.504132e-03      8.482124e-03
         485     -2.000000e-01      9.072165e-03      8.475627e-03
         486      0.000000e+00      9.053498e-03      8.458208e-03
         487      0.000000e+00      9.034908e-03      8.440860e-03
         488     -1.600000e-01      8.688525e-03      8.430668e-03
         489      1.200000e-01      8.916155e-03      8.416500e-03
         490      8.000000e-02      9.061224e-03      8.400573e-03
         491      1.200000e-01      9.287169e-03      8.386502e-03
         492      1.200000e-01      9.512195e-03      8.372475e-03
         493      1.200000e-01      9.736308e-03      8.358491e-03
         494     -4.000000e-02      9.635628e-03      8.342177e-03
         495     -1.600000e-01      9.292929e-03      8.332361e-03
         496     -1.200000e-01      9.032258e-03      8.319638e-03
         497     -4.000000e-02      8.933602e-03      8.303483e-03
         498      2.400000e-01      9.397590e-03      8.299763e-03
         499      1.200000e-01      9.619238e-03      8.286089e-03
         500      8.000000e-02      9.760000e-03      8.270712e-03
         501      0.000000e+00      9.740519e-03      8.254227e-03
