#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -3.600000e-01     -3.600000e-01      0.000000e+00
           2     -4.400000e-01     -4.000000e-01      2.828427e-02
           3     -4.400000e-01     -4.133333e-01      2.177324e-02
           4     -2.800000e-01     -3.800000e-01      3.316625e-02
           5     -4.400000e-01     -3.920000e-01      2.862167e-02
           6     -2.800000e-01     -3.733333e-01      2.931312e-02
           7     -1.200000e-01     -3.371429e-01      4.188002e-02
           8     -2.000000e-01     -3.200000e-01      4.000000e-02
           9     -4.400000e-01     -3.333333e-01      3.771236e-02
          10     -3.600000e-01     -3.360000e-01      3.403528e-02
          11     -3.600000e-01     -3.381818e-01      3.101101e-02
          12     -2.800000e-01     -3.333333e-01      2.880329e-02
          13     -2.800000e-01     -3.292308e-01      2.687824e-02
          14     -3.600000e-01     -3.314286e-01      2.504806e-02
          15     -1.200000e-01     -3.173333e-01      2.705495e-02
          16     -2.800000e-01     -3.150000e-01      2.546444e-02
          17     -3.600000e-01     -3.176471e-01      2.410372e-02
          18     -1.200000e-01     -3.066667e-01      2.514157e-02
          19     -2.000000e-01     -3.010526e-01      2.443709e-02
          20     -1.200000e-01     -2.920000e-01      2.483546e-02
          21     -2.800000e-01     -2.914286e-01      2.365939e-02
          22     -4.400000e-01     -2.981818e-01      2.352804e-02
          23     -2.800000e-01     -2.973913e-01      2.251836e-02
          24     -2.800000e-01     -2.966667e-01      2.159175e-02
          25     -1.200000e-01     -2.896000e-01      2.185391e-02
          26     -3.600000e-01     -2.923077e-01      2.118046e-02
          27     -3.600000e-01     -2.948148e-01      2.054384e-02
          28     -1.200000e-01     -2.885714e-01      2.073714e-02
          29     -2.800000e-01     -2.882759e-01      2.002418e-02
          30     -2.800000e-01     -2.880000e-01      1.935860e-02
          31     -2.800000e-01     -2.877419e-01      1.873585e-02
          32     -5.200000e-01     -2.950000e-01      1.950561e-02
          33     -5.200000e-01     -3.018182e-01      2.007083e-02
          34     -2.800000e-01     -3.011765e-01      1.949077e-02
          35     -2.800000e-01     -3.005714e-01      1.894328e-02
          36     -3.600000e-01     -3.022222e-01      1.848887e-02
          37     -2.000000e-01     -2.994595e-01      1.819441e-02
          38     -2.800000e-01     -2.989474e-01      1.772282e-02
          39     -3.600000e-01     -3.005128e-01      1.733739e-02
          40     -3.600000e-01     -3.020000e-01      1.696762e-02
          41     -3.600000e-01     -3.034146e-01      1.661264e-02
          42     -2.800000e-01     -3.028571e-01      1.622645e-02
          43     -4.400000e-01     -3.060465e-01      1.615949e-02
          44     -3.600000e-01     -3.072727e-01      1.583869e-02
          45     -5.200000e-01     -3.120000e-01      1.617680e-02
          46     -4.000000e-02     -3.060870e-01      1.687124e-02
          47     -2.800000e-01     -3.055319e-01      1.652141e-02
          48     -2.800000e-01     -3.050000e-01      1.618577e-02
          49     -2.000000e-01     -3.028571e-01      1.599667e-02
          50     -3.600000e-01     -3.040000e-01      1.571751e-02
          51     -2.800000e-01     -3.035294e-01      1.541636e-02
          52     -2.800000e-01     -3.030769e-01      1.512653e-02
          53     -2.000000e-01     -3.011321e-01      1.496563e-02
          54     -3.600000e-01     -3.022222e-01      1.472814e-02
          55     -2.800000e-01     -3.018182e-01      1.446590e-02
          56     -2.000000e-01     -3.000000e-01      1.432138e-02
          57     -3.600000e-01     -3.010526e-01      1.410876e-02
          58     -2.000000e-01     -2.993103e-01      1.397267e-02
          59     -2.000000e-01     -2.976271e-01      1.383686e-02
          60     -2.800000e-01     -2.973333e-01      1.360936e-02
          61     -4.400000e-01     -2.996721e-01      1.358574e-02
          62     -3.600000e-01     -3.006452e-01      1.340141e-02
          63     -2.800000e-01     -3.003175e-01      1.319270e-02
          64     -6.000000e-01     -3.050000e-01      1.379255e-02
          65     -2.800000e-01     -3.046154e-01      1.358572e-02
          66     -3.600000e-01     -3.054545e-01      1.340576e-02
          67     -4.400000e-01     -3.074627e-01      1.335524e-02
          68     -2.800000e-01     -3.070588e-01      1.316494e-02
          69     -2.000000e-01     -3.055072e-01      1.306526e-02
          70     -2.800000e-01     -3.051429e-01      1.288369e-02
          71     -2.800000e-01     -3.047887e-01      1.270710e-02
          72     -2.800000e-01     -3.044444e-01      1.253527e-02
          73     -3.600000e-01     -3.052055e-01      1.238664e-02
          74     -2.000000e-01     -3.037838e-01      1.230057e-02
          75     -5.200000e-01     -3.066667e-01      1.246982e-02
          76     -1.200000e-01     -3.042105e-01      1.254530e-02
          77     -2.800000e-01     -3.038961e-01      1.238631e-02
          78     -3.600000e-01     -3.046154e-01      1.224838e-02
          79     -2.000000e-01     -3.032911e-01      1.216471e-02
          80     -2.000000e-01     -3.020000e-01      1.208098e-02
          81     -2.800000e-01     -3.017284e-01      1.193488e-02
          82     -2.000000e-01     -3.004878e-01      1.185364e-02
          83     -2.800000e-01     -3.002410e-01      1.171339e-02
          84     -3.600000e-01     -3.009524e-01      1.159553e-02
          85     -4.400000e-01     -3.025882e-01      1.157393e-02
          86     -4.400000e-01     -3.041860e-01      1.154911e-02
          87     -2.000000e-01     -3.029885e-01      1.147828e-02
          88     -2.000000e-01     -3.018182e-01      1.140735e-02
          89     -2.000000e-01     -3.006742e-01      1.133640e-02
          90     -2.800000e-01     -3.004444e-01      1.121277e-02
          91     -3.600000e-01     -3.010989e-01      1.110864e-02
          92     -4.400000e-01     -3.026087e-01      1.109001e-02
          93     -2.800000e-01     -3.023656e-01      1.097343e-02
          94     -2.800000e-01     -3.021277e-01      1.085927e-02
          95     -1.200000e-01     -3.002105e-01      1.091288e-02
