1 1 0
2 1.41519 0.00125288
3 1.72929 0.00167013
4 1.99603 0.00198279
5 2.23412 0.00231142
6 2.44716 0.00282175
7 2.64448 0.00302315
8 2.82589 0.00336348
9 2.99649 0.00391609
10 3.15836 0.00399544
11 3.31511 0.00428917
12 3.45895 0.00446684
13 3.59963 0.00461858
14 3.7364 0.0046287
15 3.86725 0.0047504
16 3.99426 0.00511962
17 4.1156 0.00523606
18 4.23587 0.0055071
19 4.35514 0.00579371
20 4.47015 0.00570463
21 4.58092 0.00604404
22 4.68874 0.0064477
23 4.79343 0.00666206
24 4.89788 0.00675442
25 5.00083 0.00683603
26 5.09804 0.00679947
27 5.19509 0.00698056
28 5.29224 0.00734533
29 5.38648 0.00745272
30 5.4763 0.00744515
31 5.56517 0.00756505
32 5.65603 0.0077236
33 5.74458 0.00788726
34 5.83056 0.00805096
35 5.91308 0.00806244
36 5.99809 0.00819244
37 6.08101 0.00807935
38 6.16104 0.00804606
39 6.24054 0.00812189
40 6.31874 0.00847227
41 6.39902 0.00872043
42 6.47629 0.00885897
43 6.55273 0.009006
44 6.6262 0.00881886
45 6.70003 0.0089322
46 6.77551 0.0089876
47 6.85062 0.00912795
48 6.92181 0.00936644
49 6.99168 0.00928352
50 7.06425 0.00953179
51 7.13758 0.0093874
52 7.20711 0.00974229
53 7.27156 0.00977412
54 7.33737 0.00988922
55 7.40817 0.0100908
56 7.47665 0.0100333
57 7.54169 0.00984866
58 7.61327 0.0100655
59 7.67559 0.0100257
60 7.73809 0.0100921
61 7.80178 0.00998166
62 7.86322 0.0099713
63 7.92687 0.0104404
64 7.98928 0.0102274
65 8.04993 0.0106066
66 8.1109 0.0107556
67 8.16946 0.0108672
68 8.22953 0.0110075
69 8.28868 0.0110626
70 8.34868 0.0112914
71 8.40454 0.0113911
72 8.46116 0.0113103
73 8.51905 0.0110805
74 8.57564 0.0108431
75 8.63508 0.0107377
76 8.69081 0.0103864
77 8.74756 0.010694
78 8.80673 0.0109434
79 8.86394 0.0107621
80 8.92111 0.0108806
81 8.97876 0.0108884
82 9.03242 0.0104986
83 9.08663 0.0103758
84 9.1389 0.0104953
85 9.19283 0.0104999
86 9.24606 0.0106535
87 9.29872 0.0106627
88 9.35232 0.0108587
89 9.40613 0.0109653
90 9.45908 0.0113972
91 9.51214 0.0115428
92 9.56509 0.0113795
93 9.61513 0.0114069
94 9.66762 0.0114372
95 9.71754 0.0113669
96 9.7697 0.0117369
97 9.81811 0.0117357
98 9.86965 0.0117415
99 9.92278 0.0119155
100 9.97458 0.0118531
