1 -0.437115 0
2 -0.441286 0.00417148
3 -0.447336 0.00651147
4 -0.447115 0.00460959
5 -0.445563 0.00389353
6 -0.445297 0.0031901
7 -0.44581 0.00274438
8 -0.443681 0.00319036
9 -0.444318 0.00288463
10 -0.444879 0.00264051
11 -0.44477 0.00239094
12 -0.443812 0.00238333
13 -0.444896 0.00244528
14 -0.44485 0.00226435
15 -0.445433 0.00218715
16 -0.444222 0.00237727
17 -0.443896 0.0022567
18 -0.443462 0.00217149
19 -0.443106 0.00208472
20 -0.443594 0.00203717
21 -0.442489 0.00223076
22 -0.4428 0.0021496
23 -0.44259 0.00206475
24 -0.442698 0.00197978
25 -0.442096 0.00199187
26 -0.442411 0.00193947
27 -0.442574 0.00187335
28 -0.443198 0.00191008
29 -0.443445 0.00185945
30 -0.443313 0.00180125
31 -0.442863 0.00179935
32 -0.442971 0.0017456
33 -0.443119 0.00169829
34 -0.443458 0.00168214
35 -0.443082 0.00167612
36 -0.44281 0.00165137
37 -0.44297 0.00161404
38 -0.442812 0.0015789
39 -0.443048 0.00155579
40 -0.443011 0.00151684
41 -0.443226 0.00149492
42 -0.443297 0.00146064
43 -0.443014 0.00145413
44 -0.443003 0.00142074
45 -0.443069 0.00139037
46 -0.443255 0.00137254
47 -0.44299 0.00136889
48 -0.442926 0.0013416
49 -0.443012 0.00131674
50 -0.442796 0.0013081
51 -0.442789 0.00128221
52 -0.442645 0.00126555
53 -0.442583 0.00124296
54 -0.442809 0.00124041
55 -0.442816 0.00121767
56 -0.442901 0.00119877
57 -0.443007 0.00118225
58 -0.442955 0.00116283
59 -0.442787 0.00115525
60 -0.442899 0.00114138
61 -0.442796 0.00112725
62 -0.442782 0.00110901
63 -0.442837 0.00109265
64 -0.442756 0.00107848
65 -0.442577 0.00107681
66 -0.442615 0.00106105
67 -0.442524 0.00104906
68 -0.442316 0.00105429
69 -0.44241 0.00104317
70 -0.44249 0.00103129
71 -0.442658 0.00103045
72 -0.442457 0.0010357
73 -0.442485 0.00102178
74 -0.442518 0.00100842
75 -0.442545 0.000995255
76 -0.442635 0.000986153
77 -0.44252 0.00098002
78 -0.442478 0.000968267
79 -0.442315 0.000969677
80 -0.442465 0.000969115
81 -0.442401 0.000959255
82 -0.442393 0.000947512
83 -0.442258 0.000945686
84 -0.442177 0.000937864
85 -0.442189 0.000926834
86 -0.442222 0.000916579
87 -0.442142 0.000909478
88 -0.442011 0.000908604
89 -0.442063 0.000899879
90 -0.441919 0.000901442
91 -0.441984 0.000893828
92 -0.442071 0.00088832
93 -0.441963 0.000885304
94 -0.441963 0.000875835
95 -0.441896 0.000869119
96 -0.441943 0.000861268
97 -0.441854 0.000856993
98 -0.441875 0.000848473
99 -0.441979 0.000846258
100 -0.442041 0.00084009
