#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -2.800000e-01     -2.800000e-01      0.000000e+00
           2     -4.400000e-01     -3.600000e-01      5.656854e-02
           3     -4.400000e-01     -3.866667e-01      4.354648e-02
           4     -2.800000e-01     -3.600000e-01      4.000000e-02
           5     -2.800000e-01     -3.440000e-01      3.505424e-02
           6     -4.400000e-01     -3.600000e-01      3.265986e-02
           7     -5.200000e-01     -3.828571e-01      3.509255e-02
           8     -5.200000e-01     -4.000000e-01      3.464102e-02
           9     -4.400000e-01     -4.044444e-01      3.107582e-02
          10     -3.600000e-01     -4.000000e-01      2.828427e-02
          11     -2.800000e-01     -3.890909e-01      2.773709e-02
          12     -3.600000e-01     -3.866667e-01      2.553139e-02
          13     -3.600000e-01     -3.846154e-01      2.364970e-02
          14     -5.200000e-01     -3.942857e-01      2.385574e-02
          15     -3.600000e-01     -3.920000e-01      2.237459e-02
          16     -3.600000e-01     -3.900000e-01      2.106537e-02
          17     -2.000000e-01     -3.788235e-01      2.259746e-02
          18     -1.200000e-01     -3.644444e-01      2.550989e-02
          19     -2.800000e-01     -3.600000e-01      2.455138e-02
          20     -4.400000e-01     -3.640000e-01      2.364741e-02
          21     -4.400000e-01     -3.676190e-01      2.279659e-02
          22     -4.400000e-01     -3.709091e-01      2.199652e-02
          23     -3.600000e-01     -3.704348e-01      2.104526e-02
          24     -2.000000e-01     -3.633333e-01      2.133290e-02
          25     -2.800000e-01     -3.600000e-01      2.073837e-02
          26     -3.600000e-01     -3.600000e-01      1.994074e-02
          27     -3.600000e-01     -3.600000e-01      1.920219e-02
          28     -3.600000e-01     -3.600000e-01      1.851640e-02
          29     -3.600000e-01     -3.600000e-01      1.787791e-02
          30     -3.600000e-01     -3.600000e-01      1.728198e-02
          31      1.200000e-01     -3.445161e-01      2.262134e-02
          32     -2.800000e-01     -3.425000e-01      2.200408e-02
          33     -1.200000e-01     -3.357576e-01      2.234643e-02
          34     -4.000000e-02     -3.270588e-01      2.332088e-02
          35     -2.800000e-01     -3.257143e-01      2.269329e-02
          36     -3.600000e-01     -3.266667e-01      2.208290e-02
          37     -2.800000e-01     -3.254054e-01      2.152205e-02
          38     -2.000000e-01     -3.221053e-01      2.120719e-02
          39     -5.200000e-01     -3.271795e-01      2.126180e-02
          40     -2.800000e-01     -3.260000e-01      2.076295e-02
