#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
        2861     -1.200000e-01      2.024467e-02      3.686755e-03
        2862     -4.000000e-01      2.009783e-02      3.688390e-03
        2863     -2.000000e-01      2.002096e-02      3.687903e-03
        2864     -4.000000e-02      2.000000e-02      3.686675e-03
        2865      4.000000e-02      2.000698e-02      3.685394e-03
        2866      0.000000e+00      2.000000e-02      3.684115e-03
        2867     -1.200000e-01      1.995117e-02      3.683154e-03
        2868      0.000000e+00      1.994421e-02      3.681876e-03
        2869     -3.200000e-01      1.982572e-02      3.682499e-03
        2870     -2.400000e-01      1.973519e-02      3.682328e-03
        2871      2.400000e-01      1.981191e-02      3.681845e-03
        2872      1.600000e-01      1.986072e-02      3.680887e-03
        2873      0.000000e+00      1.985381e-02      3.679612e-03
        2874      1.600000e-01      1.990257e-02      3.678655e-03
        2875     -8.000000e-02      1.986783e-02      3.677539e-03
        2876      4.400000e-01      2.001391e-02      3.679161e-03
        2877      3.600000e-01      2.013208e-02      3.679779e-03
        2878      1.200000e-01      2.016678e-02      3.678664e-03
        2879      8.000000e-02      2.018757e-02      3.677445e-03
        2880     -2.000000e-01      2.011111e-02      3.676963e-03
        2881     -4.000000e-02      2.009025e-02      3.675746e-03
        2882     -2.800000e-01      1.998612e-02      3.675945e-03
        2883     -1.200000e-01      1.993757e-02      3.674991e-03
        2884      2.000000e-01      2.000000e-02      3.674247e-03
        2885      4.000000e-02      2.000693e-02      3.672980e-03
        2886      4.000000e-01      2.013860e-02      3.674066e-03
        2887      2.800000e-01      2.022861e-02      3.673896e-03
        2888      2.800000e-01      2.031856e-02      3.673725e-03
        2889      4.000000e-01      2.044998e-02      3.674803e-03
        2890      2.800000e-01      2.053979e-02      3.674629e-03
        2891      8.000000e-02      2.056036e-02      3.673416e-03
        2892      2.000000e-01      2.062241e-02      3.672669e-03
        2893      4.000000e-02      2.062910e-02      3.671406e-03
        2894      8.000000e-02      2.064962e-02      3.670195e-03
        2895     -4.000000e-02      2.062867e-02      3.668987e-03
        2896      1.200000e-01      2.066298e-02      3.667880e-03
        2897      2.000000e-01      2.072489e-02      3.667136e-03
        2898      1.200000e-01      2.075914e-02      3.666031e-03
        2899      2.000000e-01      2.082097e-02      3.665288e-03
        2900     -4.000000e-02      2.080000e-02      3.664084e-03
        2901     -3.200000e-01      2.068252e-02      3.664704e-03
        2902      2.400000e-01      2.075810e-02      3.664220e-03
        2903      2.000000e-01      2.081984e-02      3.663478e-03
        2904     -2.000000e-01      2.074380e-02      3.663005e-03
        2905     -8.000000e-02      2.070912e-02      3.661909e-03
        2906      1.200000e-01      2.074329e-02      3.660808e-03
        2907      0.000000e+00      2.073615e-02      3.659556e-03
        2908     -4.000000e-02      2.071527e-02      3.658357e-03
        2909      8.000000e-02      2.073565e-02      3.657156e-03
        2910     -8.000000e-02      2.070103e-02      3.656063e-03
        2911     -2.400000e-01      2.061147e-02      3.655904e-03
        2912      3.600000e-01      2.072802e-02      3.656506e-03
        2913      1.200000e-01      2.076210e-02      3.655409e-03
        2914      1.600000e-01      2.080988e-02      3.654467e-03
        2915      2.000000e-01      2.087136e-02      3.653730e-03
        2916      0.000000e+00      2.086420e-02      3.652484e-03
        2917      4.000000e-02      2.087076e-02      3.651238e-03
        2918     -8.000000e-02      2.083619e-02      3.650150e-03
        2919     -4.000000e-02      2.081535e-02      3.648959e-03
        2920     -2.000000e-01      2.073973e-02      3.648493e-03
        2921     -3.200000e-01      2.062307e-02      3.649109e-03
        2922     -8.000000e-02      2.058864e-02      3.648022e-03
        2923     -4.000000e-02      2.056791e-02      3.646833e-03
        2924     -4.000000e-02      2.054720e-02      3.645645e-03
        2925     -3.600000e-01      2.041709e-02      3.646719e-03
        2926     -1.200000e-01      2.036910e-02      3.645788e-03
        2927     -3.200000e-01      2.025282e-02      3.646397e-03
        2928     -2.000000e-01      2.017760e-02      3.645927e-03
        2929     -2.000000e-01      2.010242e-02      3.645458e-03
        2930     -2.000000e-01      2.002730e-02      3.644987e-03
        2931     -1.600000e-01      1.996588e-02      3.644261e-03
        2932     -4.000000e-02      1.994543e-02      3.643076e-03
        2933      0.000000e+00      1.993863e-02      3.641840e-03
        2934      1.600000e-01      1.998637e-02      3.640911e-03
        2935      2.000000e-01      2.004770e-02      3.640187e-03
        2936      2.000000e-01      2.010899e-02      3.639464e-03
        2937     -4.000000e-02      2.008853e-02      3.638282e-03
        2938      8.000000e-02      2.010892e-02      3.637101e-03
        2939      1.200000e-01      2.014291e-02      3.636022e-03
        2940     -2.400000e-01      2.005442e-02      3.635862e-03
        2941     -1.600000e-01      1.999320e-02      3.635141e-03
        2942     -2.400000e-01      1.990483e-02      3.634979e-03
        2943     -1.600000e-01      1.984370e-02      3.634258e-03
        2944      8.000000e-02      1.986413e-02      3.633081e-03
        2945      2.000000e-01      1.992530e-02      3.632362e-03
        2946      4.000000e-02      1.993211e-02      3.631136e-03
        2947     -8.000000e-02      1.989820e-02      3.630062e-03
        2948      2.000000e-01      1.995929e-02      3.629345e-03
        2949      3.200000e-01      2.006104e-02      3.629540e-03
        2950      4.000000e-02      2.006780e-02      3.628316e-03
        2951      2.000000e-01      2.012877e-02      3.627599e-03
        2952      4.000000e-02      2.013550e-02      3.626376e-03
        2953      2.000000e-01      2.019641e-02      3.625659e-03
        2954      8.000000e-02      2.021666e-02      3.624489e-03
        2955      0.000000e+00      2.020981e-02      3.623268e-03
        2956     -4.000000e-02      2.018945e-02      3.622100e-03
        2957      4.000000e-02      2.019614e-02      3.620881e-03
        2958     -2.400000e-01      2.010818e-02      3.620725e-03
        2959     -3.200000e-01      1.999324e-02      3.621326e-03
        2960     -2.800000e-01      1.989189e-02      3.621520e-03
        2961     -2.000000e-01      1.981763e-02      3.621058e-03
        2962     -1.600000e-01      1.975692e-02      3.620345e-03
        2963     -2.400000e-01      1.966925e-02      3.620184e-03
        2964     -4.000000e-02      1.964912e-02      3.619019e-03
        2965     -1.200000e-01      1.960202e-02      3.618105e-03
        2966      8.000000e-02      1.962239e-02      3.616942e-03
        2967      2.000000e-01      1.968318e-02      3.616234e-03
        2968      4.000000e-02      1.969003e-02      3.615022e-03
        2969     -8.000000e-02      1.965645e-02      3.613960e-03
        2970     -2.400000e-01      1.956902e-02      3.613801e-03
        2971     -8.000000e-02      1.953551e-02      3.612740e-03
        2972     -3.200000e-01      1.942127e-02      3.613330e-03
        2973     -3.600000e-01      1.929364e-02      3.614368e-03
        2974     -5.600000e-01      1.909886e-02      3.618398e-03
        2975     -3.200000e-01      1.898487e-02      3.618976e-03
        2976      1.200000e-01      1.901882e-02      3.617919e-03
        2977     -8.000000e-02      1.898556e-02      3.616857e-03
        2978     -1.200000e-01      1.893889e-02      3.615943e-03
        2979     -1.600000e-01      1.887882e-02      3.615229e-03
        2980      4.000000e-02      1.888591e-02      3.614022e-03
        2981      2.000000e-01      1.894666e-02      3.613321e-03
        2982      8.000000e-02      1.896714e-02      3.612167e-03
        2983      0.000000e+00      1.896078e-02      3.610962e-03
        2984      1.200000e-01      1.899464e-02      3.609910e-03
        2985      2.000000e-01      1.905528e-02      3.609210e-03
        2986      2.800000e-01      1.914267e-02      3.609059e-03
        2987      1.600000e-01      1.918982e-02      3.608159e-03
        2988      4.000000e-02      1.919679e-02      3.606958e-03
        2989      2.000000e-01      1.925728e-02      3.606259e-03
        2990      3.200000e-01      1.935786e-02      3.606455e-03
        2991      3.200000e-01      1.945838e-02      3.606650e-03
        2992      2.000000e-01      1.951872e-02      3.605949e-03
        2993      3.200000e-01      1.961911e-02      3.606141e-03
        2994      1.200000e-01      1.965264e-02      3.605093e-03
        2995     -4.000000e-02      1.963272e-02      3.603944e-03
        2996      4.000000e-01      1.975968e-02      3.604977e-03
        2997      2.000000e-01      1.981982e-02      3.604276e-03
        2998     -2.000000e-01      1.974650e-02      3.603819e-03
        2999      8.000000e-02      1.976659e-02      3.602673e-03
        3000     -1.600000e-01      1.970667e-02      3.601971e-03
        3001     -2.000000e-01      1.963346e-02      3.601514e-03
        3002     -1.200000e-01      1.958694e-02      3.600615e-03
        3003     -4.000000e-02      1.956710e-02      3.599471e-03
        3004     -2.400000e-01      1.948069e-02      3.599310e-03
        3005     -2.000000e-01      1.940765e-02      3.598853e-03
        3006      4.000000e-02      1.941450e-02      3.597662e-03
        3007      2.400000e-01      1.948786e-02      3.597213e-03
        3008      4.800000e-01      1.964096e-02      3.599274e-03
        3009      2.000000e-01      1.970090e-02      3.598577e-03
        3010     -8.000000e-02      1.966777e-02      3.597534e-03
        3011      2.000000e-01      1.972767e-02      3.596837e-03
        3012      2.400000e-01      1.980080e-02      3.596387e-03
        3013     -4.000000e-02      1.978095e-02      3.595248e-03
        3014      2.800000e-01      1.986729e-02      3.595091e-03
        3015      2.800000e-01      1.995357e-02      3.594934e-03
        3016     -2.000000e-01      1.988064e-02      3.594482e-03
        3017     -1.600000e-01      1.982101e-02      3.593785e-03
        3018     -8.000000e-02      1.978794e-02      3.592746e-03
        3019     -3.200000e-01      1.967539e-02      3.593319e-03
        3020     -1.600000e-01      1.961589e-02      3.592621e-03
        3021     -1.600000e-01      1.955644e-02      3.591924e-03
        3022     -2.000000e-01      1.948379e-02      3.591470e-03
        3023      1.200000e-01      1.951704e-02      3.590436e-03
        3024      1.200000e-01      1.955026e-02      3.589403e-03
        3025      0.000000e+00      1.954380e-02      3.588222e-03
        3026     -4.000000e-02      1.952412e-02      3.587090e-03
        3027     -2.400000e-01      1.943839e-02      3.586929e-03
        3028      2.400000e-01      1.951123e-02      3.586484e-03
        3029      2.000000e-01      1.957082e-02      3.585795e-03
        3030     -8.000000e-02      1.953795e-02      3.584762e-03
        3031      0.000000e+00      1.953151e-02      3.583586e-03
        3032      1.200000e-01      1.956464e-02      3.582557e-03
        3033      8.000000e-02      1.958457e-02      3.581431e-03
        3034     -4.000000e-02      1.956493e-02      3.580304e-03
        3035      1.200000e-01      1.959802e-02      3.579278e-03
        3036     -8.000000e-02      1.956522e-02      3.578249e-03
        3037      2.800000e-01      1.965097e-02      3.578098e-03
        3038      2.000000e-01      1.971034e-02      3.577413e-03
        3039      1.200000e-01      1.974334e-02      3.576388e-03
        3040      0.000000e+00      1.973684e-02      3.575217e-03
        3041     -3.200000e-01      1.962512e-02      3.575787e-03
        3042      4.000000e-02      1.963182e-02      3.574618e-03
        3043      2.000000e-01      1.969109e-02      3.573934e-03
        3044      4.000000e-02      1.969777e-02      3.572766e-03
        3045      2.800000e-01      1.978325e-02      3.572616e-03
        3046      0.000000e+00      1.977676e-02      3.571449e-03
        3047      3.200000e-01      1.987529e-02      3.571635e-03
        3048      2.000000e-01      1.993438e-02      3.570953e-03
        3049      8.000000e-02      1.995408e-02      3.569836e-03
        3050     -1.600000e-01      1.989508e-02      3.569153e-03
        3051     -4.000000e-02      1.987545e-02      3.568037e-03
        3052      0.000000e+00      1.986894e-02      3.566874e-03
        3053      4.000000e-02      1.987553e-02      3.565712e-03
        3054      4.000000e-02      1.988212e-02      3.564550e-03
        3055     -2.000000e-01      1.981015e-02      3.564110e-03
        3056      1.200000e-01      1.984293e-02      3.563094e-03
        3057      8.000000e-02      1.986261e-02      3.561983e-03
        3058      1.600000e-01      1.990844e-02      3.561113e-03
        3059      3.200000e-01      2.000654e-02      3.561300e-03
        3060      1.600000e-01      2.005229e-02      3.560430e-03
        3061     -2.400000e-01      1.996733e-02      3.560280e-03
        3062      4.000000e-02      1.997387e-02      3.559124e-03
        3063     -1.600000e-01      1.991512e-02      3.558447e-03
        3064      4.000000e-02      1.992167e-02      3.557291e-03
        3065     -4.000000e-02      1.990212e-02      3.556184e-03
        3066     -2.400000e-01      1.981735e-02      3.556035e-03
        3067     -1.200000e-01      1.977176e-02      3.555167e-03
        3068      1.600000e-01      1.981747e-02      3.554302e-03
        3069      2.000000e-01      1.987618e-02      3.553629e-03
        3070     -4.000000e-02      1.985668e-02      3.552525e-03
        3071      1.600000e-01      1.990231e-02      3.551661e-03
        3072      4.000000e-02      1.990885e-02      3.550511e-03
        3073      1.600000e-01      1.995444e-02      3.549649e-03
        3074      1.200000e-01      1.998699e-02      3.548643e-03
        3075      0.000000e+00      1.998049e-02      3.547495e-03
        3076      1.600000e-01      2.002601e-02      3.546634e-03
        3077      4.000000e-02      2.003250e-02      3.545487e-03
        3078     -2.400000e-01      1.994802e-02      3.545342e-03
        3079     -2.000000e-01      1.987658e-02      3.544910e-03
        3080      1.600000e-01      1.992208e-02      3.544051e-03
        3081     -8.000000e-02      1.988965e-02      3.543049e-03
        3082     -2.000000e-01      1.981830e-02      3.542617e-03
        3083     -4.000000e-02      1.979890e-02      3.541521e-03
        3084      2.000000e-01      1.985733e-02      3.540855e-03
        3085      1.600000e-01      1.990276e-02      3.539999e-03
        3086      1.200000e-01      1.993519e-02      3.539000e-03
        3087     -3.600000e-01      1.981212e-02      3.539993e-03
        3088     -2.400000e-01      1.972798e-02      3.539847e-03
        3089      4.800000e-01      1.987698e-02      3.541835e-03
        3090      6.800000e-01      2.009061e-02      3.547126e-03
        3091      6.000000e-01      2.027823e-02      3.550936e-03
        3092      4.400000e-01      2.041397e-02      3.552382e-03
        3093     -8.000000e-02      2.038151e-02      3.551382e-03
        3094      0.000000e+00      2.037492e-02      3.550240e-03
        3095      2.400000e-01      2.044588e-02      3.549802e-03
        3096     -4.000000e-02      2.042636e-02      3.548709e-03
        3097      0.000000e+00      2.041976e-02      3.547569e-03
        3098      2.000000e-01      2.047773e-02      3.546898e-03
        3099      2.400000e-01      2.054856e-02      3.546460e-03
        3100     -1.600000e-01      2.049032e-02      3.545795e-03
        3101     -1.600000e-01      2.043212e-02      3.545129e-03
        3102     -4.000000e-02      2.041264e-02      3.544039e-03
        3103      8.000000e-02      2.043184e-02      3.542949e-03
        3104      2.000000e-01      2.048969e-02      3.542280e-03
        3105     -4.000000e-02      2.047021e-02      3.541193e-03
        3106     -2.400000e-01      2.038635e-02      3.541046e-03
        3107     -3.600000e-01      2.026392e-02      3.542022e-03
        3108     -2.000000e-01      2.019305e-02      3.541591e-03
        3109      4.000000e-02      2.019942e-02      3.540458e-03
        3110      4.000000e-02      2.020579e-02      3.539325e-03
        3111      4.000000e-02      2.021215e-02      3.538193e-03
        3112     -4.000000e-02      2.019280e-02      3.537109e-03
        3113      1.600000e-01      2.023771e-02      3.536258e-03
        3114      0.000000e+00      2.023121e-02      3.535128e-03
        3115     -4.000000e-02      2.021188e-02      3.534046e-03
        3116      1.200000e-01      2.024390e-02      3.533057e-03
        3117     -8.000000e-02      2.021174e-02      3.532070e-03
        3118      4.000000e-02      2.021809e-02      3.530943e-03
        3119      0.000000e+00      2.021161e-02      3.529817e-03
        3120      0.000000e+00      2.020513e-02      3.528691e-03
        3121      2.000000e-01      2.026274e-02      3.528031e-03
        3122      1.200000e-01      2.029468e-02      3.527046e-03
        3123      2.800000e-01      2.037784e-02      3.526896e-03
        3124      5.200000e-01      2.053777e-02      3.529392e-03
        3125      3.200000e-01      2.063360e-02      3.529563e-03
        3126      3.600000e-01      2.074216e-02      3.530103e-03
        3127      2.800000e-01      2.082507e-02      3.529948e-03
        3128      2.800000e-01      2.090793e-02      3.529791e-03
        3129     -8.000000e-02      2.087568e-02      3.528811e-03
        3130      8.000000e-02      2.089457e-02      3.527734e-03
        3131     -2.400000e-01      2.081124e-02      3.527591e-03
        3132     -2.400000e-01      2.072797e-02      3.527447e-03
        3133      1.200000e-01      2.075966e-02      3.526464e-03
        3134     -3.200000e-01      2.065093e-02      3.527014e-03
        3135     -4.800000e-01      2.049123e-02      3.529503e-03
        3136     -3.200000e-01      2.038265e-02      3.530047e-03
        3137     -4.000000e-02      2.036340e-02      3.528974e-03
        3138      8.000000e-02      2.038241e-02      3.527901e-03
        3139     -8.000000e-02      2.035043e-02      3.526922e-03
        3140      1.200000e-01      2.038217e-02      3.525941e-03
        3141      0.000000e+00      2.037568e-02      3.524825e-03
        3142      4.000000e-02      2.038192e-02      3.523709e-03
        3143     -4.000000e-02      2.036271e-02      3.522640e-03
        3144     -2.000000e-01      2.029262e-02      3.522217e-03
        3145      0.000000e+00      2.028617e-02      3.521103e-03
        3146     -1.200000e-01      2.024158e-02      3.520266e-03
        3147      1.200000e-01      2.027328e-02      3.519290e-03
        3148      2.400000e-01      2.034307e-02      3.518864e-03
        3149      2.800000e-01      2.042553e-02      3.518712e-03
        3150      2.000000e-01      2.048254e-02      3.518057e-03
        3151      1.600000e-01      2.052682e-02      3.517219e-03
        3152      0.000000e+00      2.052030e-02      3.516109e-03
        3153      0.000000e+00      2.051380e-02      3.515000e-03
        3154      2.800000e-01      2.059607e-02      3.514849e-03
        3155      8.000000e-02      2.061490e-02      3.513785e-03
        3156      8.000000e-02      2.063371e-02      3.512722e-03
        3157     -4.000000e-02      2.061451e-02      3.511662e-03
        3158     -1.200000e-01      2.056998e-02      3.510832e-03
        3159     -1.600000e-01      2.051282e-02      3.510186e-03
        3160     -2.800000e-01      2.041772e-02      3.510363e-03
        3161      0.000000e+00      2.041126e-02      3.509259e-03
        3162     -4.000000e-02      2.039216e-02      3.508201e-03
        3163      1.600000e-01      2.043629e-02      3.507369e-03
        3164      4.000000e-02      2.044248e-02      3.506266e-03
        3165     -3.200000e-01      2.033491e-02      3.506808e-03
        3166     -2.400000e-01      2.025268e-02      3.506664e-03
        3167      4.000000e-02      2.025892e-02      3.505562e-03
        3168      3.200000e-01      2.035354e-02      3.505733e-03
        3169      1.600000e-01      2.039760e-02      3.504903e-03
        3170     -2.000000e-01      2.032808e-02      3.504487e-03
        3171     -1.600000e-01      2.027121e-02      3.503843e-03
        3172     -4.000000e-01      2.013871e-02      3.505243e-03
        3173     -3.600000e-01      2.001891e-02      3.506185e-03
        3174     -3.600000e-01      1.989918e-02      3.507124e-03
        3175     -2.000000e-01      1.982992e-02      3.506703e-03
        3176     -2.400000e-01      1.974811e-02      3.506553e-03
        3177     -2.000000e-01      1.967894e-02      3.506132e-03
        3178      1.200000e-01      1.971051e-02      3.505170e-03
        3179      0.000000e+00      1.970431e-02      3.504073e-03
        3180      4.000000e-02      1.971069e-02      3.502977e-03
        3181      4.400000e-01      1.984282e-02      3.504367e-03
        3182      3.600000e-01      1.994972e-02      3.504896e-03
        3183      1.200000e-01      1.998115e-02      3.503935e-03
        3184      2.400000e-01      2.005025e-02      3.503516e-03
        3185      2.000000e-01      2.010675e-02      3.502872e-03
        3186     -8.000000e-02      2.007533e-02      3.501913e-03
        3187      4.000000e-02      2.008158e-02      3.500820e-03
        3188      0.000000e+00      2.007528e-02      3.499728e-03
        3189     -4.000000e-02      2.005644e-02      3.498681e-03
        3190     -1.200000e-01      2.001254e-02      3.497860e-03
        3191     -2.400000e-01      1.993106e-02      3.497712e-03
        3192     -1.600000e-01      1.987469e-02      3.497071e-03
        3193     -1.200000e-01      1.983088e-02      3.496250e-03
        3194      1.200000e-01      1.986224e-02      3.495296e-03
        3195     -3.600000e-01      1.974335e-02      3.496223e-03
        3196      4.000000e-02      1.974969e-02      3.495135e-03
        3197      4.000000e-02      1.975602e-02      3.494048e-03
        3198     -4.000000e-02      1.973734e-02      3.493005e-03
        3199      2.000000e-01      1.979369e-02      3.492368e-03
        3200      4.000000e-02      1.980000e-02      3.491282e-03
        3201      2.000000e-01      1.985629e-02      3.490645e-03
        3202      2.800000e-01      1.993754e-02      3.490500e-03
        3203      3.200000e-01      2.003122e-02      3.490668e-03
        3204      4.800000e-01      2.017478e-02      3.492529e-03
        3205      4.000000e-01      2.029329e-02      3.493449e-03
        3206      5.600000e-01      2.046163e-02      3.496413e-03
        3207      4.400000e-01      2.059245e-02      3.497770e-03
        3208      4.400000e-01      2.072319e-02      3.499122e-03
        3209      5.600000e-01      2.089124e-02      3.502064e-03
        3210      6.400000e-01      2.108411e-02      3.506280e-03
        3211      2.000000e-01      2.113983e-02      3.505631e-03
        3212     -1.600000e-01      2.108344e-02      3.504993e-03
        3213      2.000000e-01      2.113912e-02      3.504345e-03
        3214      5.200000e-01      2.129434e-02      3.506690e-03
        3215      1.600000e-01      2.133748e-02      3.505865e-03
        3216     -2.400000e-01      2.125622e-02      3.505716e-03
        3217     -8.000000e-02      2.122474e-02      3.504768e-03
        3218     -1.600000e-01      2.116843e-02      3.504131e-03
        3219     -2.000000e-01      2.109972e-02      3.503716e-03
        3220     -1.200000e-01      2.105590e-02      3.502902e-03
        3221     -2.000000e-01      2.098727e-02      3.502487e-03
        3222     -4.800000e-01      2.083178e-02      3.504849e-03
        3223     -8.000000e-02      2.080050e-02      3.503902e-03
        3224     -8.000000e-02      2.076923e-02      3.502954e-03
        3225     -2.000000e-01      2.070078e-02      3.502537e-03
        3226     -2.000000e-01      2.063236e-02      3.502119e-03
        3227      4.000000e-02      2.063836e-02      3.501039e-03
        3228      1.600000e-01      2.068154e-02      3.500221e-03
        3229      1.200000e-01      2.071229e-02      3.499272e-03
        3230     -4.000000e-02      2.069350e-02      3.498239e-03
        3231     -8.000000e-02      2.066233e-02      3.497295e-03
        3232      2.800000e-01      2.074257e-02      3.497133e-03
        3233     -8.000000e-02      2.071141e-02      3.496190e-03
        3234     -8.000000e-02      2.068027e-02      3.495248e-03
        3235     -1.200000e-01      2.063679e-02      3.494438e-03
        3236     -4.000000e-02      2.061805e-02      3.493409e-03
        3237     -2.400000e-01      2.053753e-02      3.493257e-03
        3238      2.000000e-01      2.059296e-02      3.492618e-03
        3239      4.000000e-02      2.059895e-02      3.491545e-03
        3240      8.000000e-02      2.061728e-02      3.490515e-03
        3241     -8.000000e-02      2.058624e-02      3.489576e-03
        3242     -2.800000e-01      2.049352e-02      3.489731e-03
        3243     -1.200000e-01      2.045020e-02      3.488924e-03
        3244      2.400000e-01      2.051788e-02      3.488505e-03
        3245     -1.200000e-01      2.047458e-02      3.487699e-03
        3246     -4.000000e-02      2.045595e-02      3.486674e-03
        3247     -1.200000e-01      2.041269e-02      3.485869e-03
        3248      0.000000e+00      2.040640e-02      3.484801e-03
        3249      1.200000e-01      2.043706e-02      3.483863e-03
        3250      1.200000e-01      2.046769e-02      3.482926e-03
        3251      0.000000e+00      2.046140e-02      3.481860e-03
        3252      1.600000e-01      2.050431e-02      3.481054e-03
        3253     -8.000000e-02      2.047341e-02      3.480121e-03
        3254      2.000000e-01      2.052858e-02      3.479489e-03
        3255      8.000000e-02      2.054685e-02      3.478468e-03
        3256     -4.000000e-01      2.041769e-02      3.479797e-03
        3257     -2.000000e-01      2.035002e-02      3.479386e-03
        3258     -1.200000e-01      2.030694e-02      3.478585e-03
        3259     -4.400000e-01      2.016569e-02      3.480384e-03
        3260     -2.400000e-01      2.008589e-02      3.480231e-03
        3261     -3.200000e-01      1.998160e-02      3.480726e-03
        3262     -8.000000e-02      1.995095e-02      3.479794e-03
        3263      1.200000e-01      1.998161e-02      3.478863e-03
        3264      2.800000e-01      2.006127e-02      3.478709e-03
        3265     -4.000000e-02      2.004288e-02      3.477692e-03
        3266     -1.200000e-01      2.000000e-02      3.476891e-03
        3267      1.600000e-01      2.004285e-02      3.476091e-03
        3268      1.200000e-01      2.007344e-02      3.475162e-03
        3269      2.400000e-01      2.014072e-02      3.474750e-03
        3270      1.200000e-01      2.017125e-02      3.473822e-03
        3271      1.600000e-01      2.021400e-02      3.473023e-03
        3272      1.600000e-01      2.025672e-02      3.472224e-03
        3273      2.800000e-01      2.033608e-02      3.472070e-03
        3274      2.800000e-01      2.041539e-02      3.471915e-03
        3275      1.200000e-01      2.044580e-02      3.470988e-03
        3276      1.200000e-01      2.047619e-02      3.470062e-03
        3277      8.000000e-02      2.049435e-02      3.469050e-03
        3278     -8.000000e-02      2.046370e-02      3.468128e-03
        3279      1.200000e-01      2.049405e-02      3.467203e-03
        3280      0.000000e+00      2.048780e-02      3.466151e-03
        3281     -3.200000e-01      2.038403e-02      3.466648e-03
        3282     -5.600000e-01      2.020719e-02      3.470099e-03
        3283     -4.000000e-01      2.007920e-02      3.471402e-03
        3284      0.000000e+00      2.007308e-02      3.470350e-03
        3285      0.000000e+00      2.006697e-02      3.469299e-03
        3286     -1.200000e-01      2.002435e-02      3.468505e-03
        3287      4.000000e-02      2.003042e-02      3.467455e-03
        3288      0.000000e+00      2.002433e-02      3.466406e-03
        3289     -4.000000e-02      2.000608e-02      3.465400e-03
        3290     -4.000000e-02      1.998784e-02      3.464395e-03
        3291     -1.200000e-01      1.994531e-02      3.463603e-03
        3292     -8.000000e-02      1.991495e-02      3.462684e-03
        3293     -2.000000e-01      1.984816e-02      3.462277e-03
        3294     -3.600000e-01      1.973285e-02      3.463145e-03
        3295     -4.000000e-02      1.971472e-02      3.462142e-03
        3296     -4.000000e-02      1.969660e-02      3.461139e-03
        3297     -2.800000e-01      1.960570e-02      3.461283e-03
        3298     -2.000000e-01      1.953911e-02      3.460873e-03
        3299     -2.000000e-01      1.947257e-02      3.460464e-03
        3300      0.000000e+00      1.946667e-02      3.459421e-03
        3301      8.000000e-02      1.948500e-02      3.458421e-03
        3302      1.200000e-01      1.951545e-02      3.457508e-03
        3303      2.000000e-01      1.957009e-02      3.456893e-03
        3304      2.800000e-01      1.964891e-02      3.456745e-03
        3305     -4.000000e-02      1.963086e-02      3.455746e-03
        3306     -1.200000e-01      1.958863e-02      3.454959e-03
        3307     -2.800000e-01      1.949803e-02      3.455102e-03
        3308     -8.000000e-02      1.946796e-02      3.454188e-03
        3309     -8.000000e-02      1.943790e-02      3.453275e-03
        3310     -2.400000e-01      1.935952e-02      3.453121e-03
        3311     -3.600000e-01      1.924494e-02      3.453979e-03
        3312     -3.200000e-01      1.914251e-02      3.454454e-03
        3313     -2.800000e-01      1.905222e-02      3.454591e-03
        3314      1.600000e-01      1.909475e-02      3.453811e-03
        3315      2.800000e-01      1.917345e-02      3.453665e-03
        3316      3.600000e-01      1.927624e-02      3.454153e-03
        3317      2.000000e-01      1.933072e-02      3.453541e-03
        3318      4.000000e-02      1.933695e-02      3.452506e-03
        3319      4.000000e-02      1.934318e-02      3.451472e-03
        3320     -4.000000e-02      1.932530e-02      3.450478e-03
        3321      8.000000e-02      1.934357e-02      3.449488e-03
        3322      0.000000e+00      1.933775e-02      3.448454e-03
        3323     -1.600000e-01      1.928378e-02      3.447839e-03
        3324     -1.600000e-01      1.922984e-02      3.447223e-03
        3325     -2.800000e-01      1.913985e-02      3.447361e-03
        3326     -1.600000e-01      1.908599e-02      3.446745e-03
        3327     -1.600000e-01      1.903216e-02      3.446130e-03
        3328     -3.600000e-01      1.891827e-02      3.446976e-03
        3329     -2.000000e-01      1.885251e-02      3.446567e-03
        3330     -8.000000e-02      1.882282e-02      3.445660e-03
        3331      4.000000e-02      1.882918e-02      3.444632e-03
        3332      1.600000e-01      1.887155e-02      3.443858e-03
        3333      1.600000e-01      1.891389e-02      3.443085e-03
        3334     -4.000000e-02      1.889622e-02      3.442098e-03
        3335      1.200000e-01      1.892654e-02      3.441199e-03
        3336      2.400000e-01      1.899281e-02      3.440806e-03
        3337      2.000000e-01      1.904705e-02      3.440202e-03
        3338      8.000000e-02      1.906531e-02      3.439220e-03
        3339      6.000000e-01      1.923929e-02      3.442588e-03
        3340      3.600000e-01      1.934132e-02      3.443069e-03
        3341      4.400000e-01      1.946723e-02      3.444340e-03
        3342      5.200000e-01      1.961700e-02      3.446564e-03
        3343      4.400000e-01      1.974275e-02      3.447826e-03
        3344      5.200000e-01      1.989234e-02      3.450039e-03
        3345      8.000000e-02      1.991031e-02      3.449054e-03
        3346     -4.000000e-02      1.989241e-02      3.448070e-03
        3347     -4.000000e-02      1.987451e-02      3.447086e-03
        3348     -2.000000e-01      1.980884e-02      3.446682e-03
        3349     -2.800000e-01      1.971932e-02      3.446815e-03
        3350     -2.800000e-01      1.962985e-02      3.446948e-03
        3351      4.000000e-02      1.963593e-02      3.445924e-03
