epoch loss val_loss acc val_acc
1 1.3074606657028198 0.6428604125976562 0.6124500036239624 0.8539999723434448
2 0.7065485715866089 0.45034903287887573 0.7962166666984558 0.8910999894142151
3 0.5754026770591736 0.37995997071266174 0.8345166444778442 0.9031000137329102
4 0.5090954899787903 0.3421448767185211 0.855733335018158 0.9121000170707703
5 0.46933308243751526 0.3182579278945923 0.8683666586875916 0.9153000116348267
6 0.438144713640213 0.2990588843822479 0.8751166462898254 0.9187999963760376
7 0.4133583903312683 0.2846323549747467 0.8836666941642761 0.9229000210762024
8 0.3965018689632416 0.27347150444984436 0.8885833621025085 0.9244999885559082
9 0.38044318556785583 0.26365888118743896 0.8914166688919067 0.926800012588501
10 0.3677014112472534 0.2546125054359436 0.8967499732971191 0.9290000200271606
11 0.3572690486907959 0.24683012068271637 0.8989166617393494 0.9308000206947327
12 0.3465900719165802 0.24068427085876465 0.9030500054359436 0.9329000115394592
13 0.334206759929657 0.23379521071910858 0.9066833257675171 0.9340999722480774
14 0.32937613129615784 0.22839045524597168 0.9073166847229004 0.9354000091552734
15 0.3192804157733917 0.2233656793832779 0.9107833504676819 0.9369999766349792
16 0.31435856223106384 0.21863806247711182 0.9126666784286499 0.9384999871253967
17 0.30715808272361755 0.21437466144561768 0.9145500063896179 0.9395999908447266
18 0.3035123348236084 0.21060673892498016 0.9155833125114441 0.9398999810218811
19 0.2953932583332062 0.20699431002140045 0.9178333282470703 0.9409000277519226
20 0.2889192998409271 0.20293234288692474 0.9197166562080383 0.9416999816894531
21 0.2859664261341095 0.1997329294681549 0.9205333590507507 0.9415000081062317
22 0.27946192026138306 0.19690904021263123 0.9222666621208191 0.9430999755859375
23 0.27524152398109436 0.1936768740415573 0.923799991607666 0.944100022315979
24 0.271433562040329 0.19104410707950592 0.9246333241462708 0.9448000192642212
25 0.26546478271484375 0.18839131295681 0.9261666536331177 0.944599986076355
26 0.26480406522750854 0.18596406280994415 0.9271500110626221 0.9452999830245972
27 0.26126402616500854 0.18345141410827637 0.9271833300590515 0.9465000033378601
28 0.25497153401374817 0.18119315803050995 0.9284666776657104 0.9465000033378601
29 0.25352591276168823 0.17865198850631714 0.9303833246231079 0.9473999738693237
30 0.249370738863945 0.17701001465320587 0.9305999875068665 0.9478999972343445
31 0.24759843945503235 0.17496547102928162 0.9317166805267334 0.9484999775886536
32 0.24310271441936493 0.17271788418293 0.934249997138977 0.9492999911308289
33 0.23802392184734344 0.17129437625408173 0.9346500039100647 0.9491000175476074
34 0.23991459608078003 0.16924458742141724 0.9325500130653381 0.9498999714851379
35 0.2353556752204895 0.1675948053598404 0.9339500069618225 0.9509000182151794
36 0.2302798628807068 0.16570666432380676 0.9364666938781738 0.9516000151634216
37 0.22987043857574463 0.16421464085578918 0.9364500045776367 0.9516000151634216
38 0.22719727456569672 0.162786066532135 0.9359833598136902 0.9520999789237976
39 0.22673676908016205 0.1615130603313446 0.9365666508674622 0.9527999758720398
40 0.22464831173419952 0.159903421998024 0.9376166462898254 0.9532999992370605
41 0.22253650426864624 0.15870404243469238 0.9384833574295044 0.9531999826431274
42 0.21897369623184204 0.1572653353214264 0.9396666884422302 0.9538999795913696
43 0.21677346527576447 0.15581108629703522 0.9394500255584717 0.9545000195503235
44 0.21676477789878845 0.15490595996379852 0.9385333061218262 0.9542999863624573
45 0.2133226990699768 0.15305587649345398 0.9413333535194397 0.954800009727478
46 0.21275803446769714 0.15215109288692474 0.9409833550453186 0.9552000164985657
47 0.20845545828342438 0.150949627161026 0.9426666498184204 0.9553999900817871
48 0.20826300978660583 0.149895578622818 0.9414833188056946 0.9559000134468079
49 0.20728813111782074 0.14866074919700623 0.9417999982833862 0.9556999802589417
50 0.20766164362430573 0.14754348993301392 0.9426000118255615 0.9570000171661377
