epoch loss val_loss acc val_acc
1 0.7826068997383118 0.32401782274246216 0.7679833173751831 0.9107999801635742
2 0.392214298248291 0.24569052457809448 0.8871833086013794 0.9283999800682068
3 0.3159385919570923 0.20947609841823578 0.9100833535194397 0.9394999742507935
4 0.2685811519622803 0.17894446849822998 0.9243500232696533 0.9466999769210815
5 0.238699272274971 0.16129016876220703 0.9332833290100098 0.9517999887466431
6 0.2115141749382019 0.1458638310432434 0.9405999779701233 0.957099974155426
7 0.19208432734012604 0.13382691144943237 0.9454333186149597 0.9610000252723694
8 0.1766616702079773 0.1253001093864441 0.9509000182151794 0.9620000123977661
9 0.16263481974601746 0.11525452882051468 0.9539166688919067 0.9642999768257141
10 0.15040557086467743 0.11140048503875732 0.9581166505813599 0.9660000205039978
11 0.14205004274845123 0.10586102306842804 0.9606500267982483 0.9682000279426575
12 0.132191002368927 0.09959207475185394 0.9622166752815247 0.9690999984741211
13 0.12423835694789886 0.09460623562335968 0.9648333191871643 0.9711999893188477
14 0.11854537576436996 0.09097205102443695 0.9667500257492065 0.9718999862670898
15 0.1103646531701088 0.0889931321144104 0.9687166810035706 0.972599983215332
16 0.10680912435054779 0.08830864727497101 0.9699666500091553 0.9722999930381775
17 0.10039244592189789 0.08428052067756653 0.972000002861023 0.9742000102996826
18 0.09751136600971222 0.08125685900449753 0.972350001335144 0.9746000170707703
19 0.09104787558317184 0.0804302766919136 0.9742500185966492 0.9745000004768372
20 0.08874095231294632 0.07793177664279938 0.9747666716575623 0.9757000207901001
21 0.08432644605636597 0.07617703080177307 0.975849986076355 0.9768999814987183
22 0.08059035986661911 0.07330963760614395 0.9772999882698059 0.9769999980926514
23 0.07712427526712418 0.07388828694820404 0.9779999852180481 0.9760000109672546
24 0.0727846696972847 0.07317302376031876 0.9790999889373779 0.9765999913215637
25 0.0703919380903244 0.07015611231327057 0.9805499911308289 0.9768999814987183
26 0.06891059875488281 0.0702560767531395 0.9802833199501038 0.9771999716758728
27 0.06572675704956055 0.07196742296218872 0.9809499979019165 0.9769999980926514
28 0.06431655585765839 0.06798847764730453 0.9815000295639038 0.9779000282287598
29 0.06126730889081955 0.06721900403499603 0.982783317565918 0.9778000116348267
30 0.0584796778857708 0.0682898759841919 0.9831833243370056 0.9779999852180481
31 0.055896155536174774 0.06645967066287994 0.9842833280563354 0.9782999753952026
32 0.055111248046159744 0.06574765592813492 0.9840166568756104 0.9787999987602234
33 0.05162807181477547 0.06638392060995102 0.9852166771888733 0.9785000085830688
34 0.05209572985768318 0.06441131234169006 0.9851166605949402 0.9793999791145325
35 0.04824253171682358 0.06622059643268585 0.9864333271980286 0.9785000085830688
36 0.04813611879944801 0.06489291042089462 0.9863666892051697 0.979200005531311
37 0.046877775341272354 0.06383376568555832 0.9863333106040955 0.979200005531311
38 0.04425809904932976 0.0647413432598114 0.9874500036239624 0.9797999858856201
39 0.042530011385679245 0.06248575448989868 0.9875500202178955 0.9793999791145325
40 0.042606934905052185 0.06329910457134247 0.9881500005722046 0.9803000092506409
41 0.04146198555827141 0.06201178580522537 0.9876999855041504 0.9799000024795532
42 0.038821540772914886 0.06328725814819336 0.9886166453361511 0.9800999760627747
43 0.03875533118844032 0.06190631538629532 0.9889333248138428 0.9803000092506409
44 0.03782672807574272 0.06299236416816711 0.9886999726295471 0.9796000123023987
45 0.035987723618745804 0.062101732939481735 0.9897500276565552 0.9801999926567078
46 0.034888479858636856 0.06211453303694725 0.989883303642273 0.9805999994277954
47 0.03387917950749397 0.06045113503932953 0.9901000261306763 0.9807000160217285
48 0.03158600628376007 0.06200290471315384 0.9913333058357239 0.9807999730110168
49 0.03235336393117905 0.05937420576810837 0.9908833503723145 0.9817000031471252
50 0.03081407956779003 0.060565873980522156 0.9910833239555359 0.9810000061988831
