epoch loss val_loss acc val_acc
1 0.7635436058044434 0.3141455352306366 0.7706500291824341 0.9124000072479248
2 0.38011452555656433 0.23860368132591248 0.8903999924659729 0.932200014591217
3 0.3083488345146179 0.20198218524456024 0.9125333428382874 0.9430000185966492
4 0.26528826355934143 0.1768185794353485 0.9254500269889832 0.9483000040054321
5 0.2364148646593094 0.15944446623325348 0.9330166578292847 0.9534000158309937
6 0.21083705127239227 0.1449180543422699 0.9403499960899353 0.9567000269889832
7 0.19201770424842834 0.13247044384479523 0.9455166459083557 0.9595000147819519
8 0.1744408756494522 0.12530675530433655 0.9504166841506958 0.9606999754905701
9 0.16239912807941437 0.11572227627038956 0.9540333151817322 0.9639000296592712
10 0.15154840052127838 0.11007220298051834 0.9574666619300842 0.965499997138977
11 0.1408880203962326 0.10517309606075287 0.9610333442687988 0.9674000144004822
12 0.13359393179416656 0.10029293596744537 0.9626333117485046 0.9685999751091003
13 0.1251215934753418 0.09630373120307922 0.9645500183105469 0.9692999720573425
14 0.11603856086730957 0.09041601419448853 0.9672499895095825 0.9710999727249146
15 0.11064848303794861 0.08835748583078384 0.9690666794776917 0.9715999960899353
16 0.10488997399806976 0.08833608776330948 0.9702333211898804 0.972000002861023
17 0.10017819702625275 0.08329525589942932 0.9712666869163513 0.9736999869346619
18 0.09692326188087463 0.08122311532497406 0.9729999899864197 0.9740999937057495
19 0.09056563675403595 0.07911989092826843 0.9745000004768372 0.9740999937057495
20 0.0888577252626419 0.07796411961317062 0.9740999937057495 0.9758999943733215
21 0.08280009776353836 0.07602524012327194 0.9766333103179932 0.9761000275611877
22 0.0807831734418869 0.07363315671682358 0.9772833585739136 0.9764999747276306
23 0.07653528451919556 0.07323645055294037 0.9782666563987732 0.9771999716758728
24 0.07292521744966507 0.07090844213962555 0.978600025177002 0.9779000282287598
25 0.06818580627441406 0.07041871547698975 0.9805333614349365 0.9776999950408936
26 0.0674918070435524 0.06986689567565918 0.9802333116531372 0.9771000146865845
27 0.06505126506090164 0.07128982245922089 0.9807666540145874 0.9782999753952026
28 0.06362353265285492 0.06766323745250702 0.9813666939735413 0.9783999919891357
29 0.060264356434345245 0.06692654639482498 0.9825666546821594 0.9794999957084656
30 0.058663152158260345 0.06763356924057007 0.9837333559989929 0.9799000024795532
31 0.05644073337316513 0.06543343514204025 0.9837166666984558 0.9793000221252441
32 0.05373081564903259 0.06437364220619202 0.984499990940094 0.9800000190734863
33 0.05272751301527023 0.06501653045415878 0.9847999811172485 0.979200005531311
34 0.05096559599041939 0.06337790936231613 0.9852833151817322 0.9805999994277954
35 0.04795118421316147 0.06220892444252968 0.9864833354949951 0.9805999994277954
36 0.044917214661836624 0.06296564638614655 0.987333357334137 0.98089998960495
37 0.04574979469180107 0.06166725605726242 0.9869166612625122 0.9804999828338623
38 0.04356421157717705 0.06066115200519562 0.9878666400909424 0.9817000031471252
39 0.04112952575087547 0.0616416335105896 0.9880666732788086 0.9807000160217285
40 0.04080832004547119 0.06291408091783524 0.9884833097457886 0.9812999963760376
41 0.03964626044034958 0.05971679091453552 0.9887999892234802 0.9821000099182129
42 0.03827531263232231 0.06001320853829384 0.9892333149909973 0.9818000197410583
43 0.037584152072668076 0.060932207852602005 0.989216685295105 0.9811000227928162
44 0.03640080615878105 0.06090860441327095 0.9897000193595886 0.9812999963760376
45 0.03509734943509102 0.061811529099941254 0.989983320236206 0.9819999933242798
46 0.03455006331205368 0.060867950320243835 0.9899333119392395 0.9801999926567078
47 0.03398904204368591 0.059151872992515564 0.9903666377067566 0.9824000000953674
48 0.03102344088256359 0.059202201664447784 0.9912499785423279 0.9822999835014343
49 0.030614007264375687 0.058197662234306335 0.9913833141326904 0.9825000166893005
50 0.03102215752005577 0.05705028027296066 0.991433322429657 0.9825000166893005
