epoch loss val_loss acc val_acc
1 1.3221839666366577 0.6568718552589417 0.6052166819572449 0.8644999861717224
2 0.7244396209716797 0.4602901339530945 0.7938500046730042 0.8938000202178955
3 0.5856907963752747 0.3876100778579712 0.8338833451271057 0.9059000015258789
4 0.5220940709114075 0.34899768233299255 0.8496666550636292 0.9125000238418579
5 0.4809819459915161 0.3243710398674011 0.864466667175293 0.916700005531311
6 0.4480932354927063 0.30542710423469543 0.8722500205039978 0.920199990272522
7 0.4236901104450226 0.289420485496521 0.8814499974250793 0.9233999848365784
8 0.40660521388053894 0.2782280147075653 0.8867999911308289 0.9254000186920166
9 0.38962316513061523 0.26758360862731934 0.8899499773979187 0.9276999831199646
10 0.37830740213394165 0.259353905916214 0.8934833407402039 0.929099977016449
11 0.36805811524391174 0.25146329402923584 0.8971499800682068 0.9314000010490417
12 0.3554447293281555 0.24488551914691925 0.8998666405677795 0.932699978351593
13 0.3475675880908966 0.23838630318641663 0.90256667137146 0.934499979019165
14 0.34019944071769714 0.23288939893245697 0.9057499766349792 0.9355000257492065
15 0.3305451273918152 0.22789518535137177 0.9097333550453186 0.9369000196456909
16 0.3221479058265686 0.22307565808296204 0.9099833369255066 0.9377999901771545
17 0.3133850693702698 0.21826347708702087 0.9122499823570251 0.9387000203132629
18 0.3085213601589203 0.21405519545078278 0.9144999980926514 0.939300000667572
19 0.30372482538223267 0.21097619831562042 0.9152833223342896 0.9398999810218811
20 0.29878872632980347 0.20710478723049164 0.9168166518211365 0.9412000179290771
21 0.2934509813785553 0.20375174283981323 0.9182833433151245 0.9419000148773193
22 0.28841912746429443 0.20078632235527039 0.9208333492279053 0.9434000253677368
23 0.2835727334022522 0.19770082831382751 0.9208333492279053 0.9437000155448914
24 0.2785129249095917 0.19491228461265564 0.9239000082015991 0.9448000192642212
25 0.27391859889030457 0.19211122393608093 0.9243500232696533 0.9460999965667725
26 0.2731391191482544 0.18999847769737244 0.9248999953269958 0.946399986743927
27 0.26746705174446106 0.18755942583084106 0.925683319568634 0.9470000267028809
28 0.2619535028934479 0.18495240807533264 0.9277833104133606 0.9473000168800354
29 0.26026010513305664 0.18282009661197662 0.9282333254814148 0.9472000002861023
30 0.25639188289642334 0.1808624565601349 0.9301333427429199 0.9487000107765198
31 0.25234365463256836 0.1787918508052826 0.9299499988555908 0.9487000107765198
32 0.250497430562973 0.17731592059135437 0.9305499792098999 0.9491999745368958
33 0.24795158207416534 0.1758592128753662 0.9319833517074585 0.9491000175476074
34 0.24407945573329926 0.1736871600151062 0.9325833320617676 0.9498999714851379
35 0.2428388148546219 0.17205087840557098 0.9323833584785461 0.9513000249862671
36 0.2371128350496292 0.1699245721101761 0.9330666661262512 0.9510999917984009
37 0.2363373190164566 0.16864240169525146 0.9339166879653931 0.9521999955177307
38 0.2351425737142563 0.1669391244649887 0.9347333312034607 0.9521999955177307
39 0.23153582215309143 0.1655120551586151 0.93586665391922 0.9527000188827515
40 0.22875924408435822 0.16392548382282257 0.9367333054542542 0.9526000022888184
41 0.22554410994052887 0.16248027980327606 0.9381833076477051 0.9531000256538391
42 0.22637830674648285 0.16116246581077576 0.9366499781608582 0.9532999992370605
43 0.22271107137203217 0.15979896485805511 0.9382166862487793 0.954200029373169
44 0.22206427156925201 0.15859819948673248 0.9388333559036255 0.9541000127792358
45 0.22053861618041992 0.15721246600151062 0.9380833506584167 0.9532999992370605
46 0.21788400411605835 0.15617962181568146 0.9400500059127808 0.954200029373169
47 0.21647946536540985 0.15490888059139252 0.9401000142097473 0.9550999999046326
48 0.21290768682956696 0.15388640761375427 0.9404500126838684 0.9546999931335449
49 0.21323153376579285 0.15273869037628174 0.941100001335144 0.954800009727478
50 0.20849254727363586 0.15151247382164001 0.9418500065803528 0.9552000164985657
