#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
          47      4.000000e-01      5.957447e-02      3.854995e-02
          48      5.600000e-01      7.000000e-02      3.913119e-02
          49      4.800000e-01      7.836735e-02      3.921698e-02
          50      2.800000e-01      8.240000e-02      3.863942e-02
          51      4.400000e-01      8.941176e-02      3.851273e-02
          52      5.200000e-01      9.769231e-02      3.865204e-02
          53      2.800000e-01      1.011321e-01      3.807551e-02
          54      3.600000e-01      1.059259e-01      3.767098e-02
          55      3.200000e-01      1.098182e-01      3.718659e-02
          56      3.200000e-01      1.135714e-01      3.671146e-02
          57      1.600000e-01      1.143860e-01      3.607644e-02
          58      4.000000e-02      1.131034e-01      3.547722e-02
          59      0.000000e+00      1.111864e-01      3.492766e-02
          60      1.600000e-01      1.120000e-01      3.435501e-02
          61      3.200000e-01      1.154098e-01      3.396061e-02
          62      2.800000e-01      1.180645e-01      3.351645e-02
          63      2.400000e-01      1.200000e-01      3.304028e-02
          64      2.400000e-01      1.218750e-01      3.257719e-02
          65      8.000000e-02      1.212308e-01      3.208237e-02
          66     -4.000000e-02      1.187879e-01      3.168914e-02
          67      4.000000e-02      1.176119e-01      3.123798e-02
          68      2.000000e-01      1.188235e-01      3.080209e-02
          69      2.800000e-01      1.211594e-01      3.044412e-02
          70      4.000000e-01      1.251429e-01      3.026869e-02
          71      8.000000e-02      1.245070e-01      2.984905e-02
          72      1.200000e-01      1.244444e-01      2.943454e-02
          73      2.400000e-01      1.260274e-01      2.907386e-02
          74     -8.000000e-02      1.232432e-01      2.881397e-02
          75     -1.600000e-01      1.194667e-01      2.867621e-02
          76     -2.800000e-01      1.142105e-01      2.877657e-02
          77     -2.800000e-01      1.090909e-01      2.885467e-02
          78     -3.200000e-01      1.035897e-01      2.900439e-02
          79     -4.000000e-01      9.721519e-02      2.932938e-02
          80     -4.000000e-01      9.100000e-02      2.961397e-02
          81     -3.600000e-01      8.543210e-02      2.976720e-02
          82     -2.400000e-01      8.146341e-02      2.966756e-02
          83     -1.600000e-01      7.855422e-02      2.945241e-02
          84     -1.200000e-01      7.619048e-02      2.919649e-02
          85     -2.400000e-01      7.247059e-02      2.908901e-02
          86     -4.000000e-02      7.116279e-02      2.878015e-02
          87     -2.800000e-01      6.712644e-02      2.873099e-02
          88     -3.600000e-01      6.227273e-02      2.881157e-02
          89     -1.600000e-01      5.977528e-02      2.859588e-02
          90     -2.400000e-01      5.644444e-02      2.847148e-02
          91     -2.000000e-01      5.362637e-02      2.829772e-02
          92     -1.200000e-01      5.173913e-02      2.805300e-02
          93     -8.000000e-02      5.032258e-02      2.778710e-02
          94     -2.000000e-01      4.765957e-02      2.761880e-02
          95      4.000000e-02      4.757895e-02      2.732820e-02
          96      1.600000e-01      4.875000e-02      2.706861e-02
          97     -1.200000e-01      4.701031e-02      2.684539e-02
          98     -2.000000e-01      4.448980e-02      2.668953e-02
          99     -4.000000e-01      4.000000e-02      2.679492e-02
         100     -3.600000e-01      3.600000e-02      2.682387e-02
         101     -4.000000e-01      3.168317e-02      2.690340e-02
         102      4.000000e-02      3.176471e-02      2.663977e-02
         103      3.600000e-01      3.495146e-02      2.657105e-02
         104      4.800000e-01      3.923077e-02      2.665793e-02
         105      6.000000e-01      4.457143e-02      2.693371e-02
         106      6.800000e-01      5.056604e-02      2.733858e-02
         107      7.200000e-01      5.682243e-02      2.778975e-02
         108      6.800000e-01      6.259259e-02      2.812510e-02
         109      6.800000e-01      6.825688e-02      2.843174e-02
         110      6.800000e-01      7.381818e-02      2.871202e-02
         111      6.400000e-01      7.891892e-02      2.890288e-02
         112      6.000000e-01      8.357143e-02      2.901686e-02
         113      4.400000e-01      8.672566e-02      2.893100e-02
         114      4.000000e-01      8.947368e-02      2.880743e-02
         115      1.600000e-01      9.008696e-02      2.856346e-02
         116      2.800000e-01      9.172414e-02      2.836411e-02
         117      2.800000e-01      9.333333e-02      2.816729e-02
         118      3.600000e-01      9.559322e-02      2.801909e-02
         119      4.000000e-01      9.815126e-02      2.790016e-02
         120      4.400000e-01      1.010000e-01      2.781272e-02
         121      2.000000e-01      1.018182e-01      2.759489e-02
         122      2.000000e-01      1.026230e-01      2.738044e-02
         123      1.200000e-01      1.027642e-01      2.715820e-02
         124      2.000000e-01      1.035484e-01      2.695050e-02
         125      3.600000e-01      1.056000e-01      2.681287e-02
         126      6.800000e-01      1.101587e-01      2.698482e-02
         127      7.200000e-01      1.149606e-01      2.719623e-02
         128      8.400000e-01      1.206250e-01      2.756733e-02
         129      7.200000e-01      1.252713e-01      2.774243e-02
         130      7.600000e-01      1.301538e-01      2.795537e-02
         131      4.800000e-01      1.328244e-01      2.786924e-02
         132      4.400000e-01      1.351515e-01      2.775510e-02
         133      2.800000e-01      1.362406e-01      2.756777e-02
         134      1.200000e-01      1.361194e-01      2.736231e-02
         135      0.000000e+00      1.351111e-01      2.717819e-02
         136     -8.000000e-02      1.335294e-01      2.702434e-02
         137      0.000000e+00      1.325547e-01      2.684465e-02
         138      8.000000e-02      1.321739e-01      2.665283e-02
         139      6.400000e-01      1.358273e-01      2.671030e-02
         140      5.200000e-01      1.385714e-01      2.666010e-02
         141      4.400000e-01      1.407092e-01      2.655659e-02
         142      5.600000e-01      1.436620e-01      2.653322e-02
         143      4.400000e-01      1.457343e-01      2.642848e-02
         144      4.400000e-01      1.477778e-01      2.632383e-02
         145      5.600000e-01      1.506207e-01      2.629535e-02
         146      5.600000e-01      1.534247e-01      2.626432e-02
         147      4.800000e-01      1.556463e-01      2.617944e-02
         148      4.400000e-01      1.575676e-01      2.607296e-02
         149      5.600000e-01      1.602685e-01      2.603749e-02
         150      5.200000e-01      1.626667e-01      2.597412e-02
         151      4.800000e-01      1.647682e-01      2.588698e-02
         152      7.600000e-01      1.686842e-01      2.601118e-02
         153      8.400000e-01      1.730719e-01      2.620863e-02
         154      5.200000e-01      1.753247e-01      2.613508e-02
         155      6.000000e-01      1.780645e-01      2.610969e-02
         156      4.000000e-01      1.794872e-01      2.598105e-02
         157      2.800000e-01      1.801274e-01      2.582345e-02
         158      3.600000e-01      1.812658e-01      2.568509e-02
         159      2.800000e-01      1.818868e-01      2.553105e-02
         160      4.400000e-01      1.835000e-01      2.542240e-02
         161      4.800000e-01      1.853416e-01      2.533111e-02
         162      5.600000e-01      1.876543e-01      2.528010e-02
         163      7.200000e-01      1.909202e-01      2.533509e-02
         164      7.200000e-01      1.941463e-01      2.538518e-02
         165      7.200000e-01      1.973333e-01      2.543060e-02
         166      6.800000e-01      2.002410e-01      2.544308e-02
         167      6.800000e-01      2.031138e-01      2.545240e-02
         168      7.600000e-01      2.064286e-01      2.551584e-02
         169      8.000000e-01      2.099408e-01      2.560544e-02
         170      8.400000e-01      2.136471e-01      2.572165e-02
         171      9.600000e-01      2.180117e-01      2.593890e-02
         172      8.800000e-01      2.218605e-01      2.607207e-02
         173      7.600000e-01      2.249711e-01      2.610627e-02
         174      6.800000e-01      2.275862e-01      2.608688e-02
         175      7.600000e-01      2.306286e-01      2.611462e-02
         176      8.400000e-01      2.340909e-01      2.619476e-02
         177      9.200000e-01      2.379661e-01      2.633185e-02
         178      7.600000e-01      2.408989e-01      2.634673e-02
         179      5.200000e-01      2.424581e-01      2.624564e-02
         180      4.800000e-01      2.437778e-01      2.613299e-02
         181      5.200000e-01      2.453039e-01      2.603313e-02
         182      5.600000e-01      2.470330e-01      2.594745e-02
         183      3.600000e-01      2.476503e-01      2.581300e-02
         184      4.000000e-01      2.484783e-01      2.568599e-02
         185      5.600000e-01      2.501622e-01      2.560228e-02
         186      3.200000e-01      2.505376e-01      2.546739e-02
         187      3.600000e-01      2.511230e-01      2.533793e-02
         188      4.000000e-01      2.519149e-01      2.521552e-02
         189      2.400000e-01      2.518519e-01      2.508218e-02
         190      3.200000e-01      2.522105e-01      2.495274e-02
         191      1.200000e-01      2.515183e-01      2.483169e-02
         192      2.400000e-01      2.514583e-01      2.470243e-02
         193      3.200000e-01      2.518135e-01      2.457700e-02
         194      4.400000e-01      2.527835e-01      2.446945e-02
         195      6.000000e-01      2.545641e-01      2.440866e-02
         196      7.200000e-01      2.569388e-01      2.439937e-02
         197      7.600000e-01      2.594924e-01      2.440878e-02
         198      7.200000e-01      2.618182e-01      2.439605e-02
         199      3.600000e-01      2.623116e-01      2.427845e-02
         200      3.600000e-01      2.628000e-01      2.416197e-02
         201      6.400000e-01      2.646766e-01      2.411453e-02
         202      6.400000e-01      2.665347e-01      2.406662e-02
         203      4.400000e-01      2.673892e-01      2.396323e-02
         204      5.200000e-01      2.686275e-01      2.387774e-02
         205      3.600000e-01      2.690732e-01      2.376542e-02
         206      4.400000e-01      2.699029e-01      2.366454e-02
         207      4.400000e-01      2.707246e-01      2.356448e-02
         208      2.800000e-01      2.707692e-01      2.345123e-02
         209      3.200000e-01      2.710048e-01      2.334021e-02
         210      3.600000e-01      2.714286e-01      2.323291e-02
         211      3.200000e-01      2.716588e-01      2.312394e-02
         212      3.200000e-01      2.718868e-01      2.301599e-02
         213      3.600000e-01      2.723005e-01      2.291165e-02
         214      2.800000e-01      2.723364e-01      2.280462e-02
         215      4.000000e-01      2.729302e-01      2.270628e-02
         216      1.200000e-01      2.722222e-01      2.261219e-02
         217      0.000000e+00      2.709677e-01      2.254276e-02
         218      8.000000e-02      2.700917e-01      2.245636e-02
         219      1.200000e-01      2.694064e-01      2.236428e-02
         220     -4.000000e-02      2.680000e-01      2.230680e-02
         221     -1.600000e-01      2.660633e-01      2.228978e-02
         222     -1.200000e-01      2.643243e-01      2.225711e-02
         223     -2.400000e-01      2.620628e-01      2.227190e-02
         224     -2.000000e-01      2.600000e-01      2.226779e-02
         225     -4.800000e-01      2.567111e-01      2.241039e-02
         226     -4.400000e-01      2.536283e-01      2.252227e-02
         227     -5.200000e-01      2.502203e-01      2.267943e-02
         228     -4.000000e-01      2.473684e-01      2.275856e-02
         229     -3.600000e-01      2.447162e-01      2.281320e-02
         230     -4.400000e-01      2.417391e-01      2.290743e-02
         231     -4.000000e-01      2.389610e-01      2.297611e-02
         232     -4.000000e-01      2.362069e-01      2.304155e-02
         233     -4.400000e-01      2.333047e-01      2.312471e-02
         234     -4.800000e-01      2.302564e-01      2.322593e-02
         235     -2.400000e-01      2.282553e-01      2.321314e-02
         236     -2.800000e-01      2.261017e-01      2.321447e-02
         237     -3.600000e-01      2.236287e-01      2.324787e-02
         238     -4.400000e-01      2.208403e-01      2.331680e-02
         239     -4.000000e-01      2.182427e-01      2.336349e-02
         240     -3.200000e-01      2.160000e-01      2.337354e-02
         241     -3.200000e-01      2.137759e-01      2.338213e-02
         242     -2.800000e-01      2.117355e-01      2.337436e-02
         243     -2.800000e-01      2.097119e-01      2.336560e-02
         244     -1.600000e-01      2.081967e-01      2.331892e-02
         245     -2.800000e-01      2.062041e-01      2.330872e-02
         246     -5.200000e-01      2.032520e-01      2.340016e-02
         247     -6.000000e-01      2.000000e-01      2.353031e-02
         248     -4.400000e-01      1.974194e-01      2.357652e-02
         249     -5.200000e-01      1.945382e-01      2.365723e-02
         250     -4.800000e-01      1.918400e-01      2.371597e-02
         251     -5.200000e-01      1.890040e-01      2.379045e-02
         252     -5.200000e-01      1.861905e-01      2.386183e-02
         253     -4.800000e-01      1.835573e-01      2.391236e-02
         254     -3.600000e-01      1.814173e-01      2.391378e-02
         255     -4.000000e-02      1.805490e-01      2.383576e-02
         256      0.000000e+00      1.798438e-01      2.375308e-02
         257      8.000000e-02      1.794553e-01      2.366383e-02
         258      0.000000e+00      1.787597e-01      2.358233e-02
         259      0.000000e+00      1.780695e-01      2.350138e-02
         260     -4.000000e-02      1.772308e-01      2.342595e-02
         261     -8.000000e-02      1.762452e-01      2.335692e-02
         262     -1.600000e-01      1.749618e-01      2.330300e-02
         263     -6.800000e-01      1.717110e-01      2.344005e-02
         264     -6.400000e-01      1.686364e-01      2.355205e-02
         265     -4.000000e-01      1.664906e-01      2.356072e-02
         266     -3.200000e-01      1.646617e-01      2.354303e-02
         267     -2.000000e-01      1.632959e-01      2.349443e-02
         268     -1.200000e-01      1.622388e-01      2.343054e-02
         269     -1.200000e-01      1.611896e-01      2.336691e-02
         270     -1.600000e-01      1.600000e-01      2.331063e-02
         271      4.000000e-02      1.595572e-01      2.322882e-02
         272      2.800000e-01      1.600000e-01      2.314764e-02
         273      4.400000e-01      1.610256e-01      2.308556e-02
         274      2.000000e-01      1.611679e-01      2.300174e-02
         275      4.400000e-01      1.621818e-01      2.294044e-02
         276      2.400000e-01      1.624638e-01      2.285905e-02
         277      2.000000e-01      1.625993e-01      2.277693e-02
         278      3.200000e-01      1.631655e-01      2.270204e-02
         279      4.000000e-01      1.640143e-01      2.263653e-02
         280      2.400000e-01      1.642857e-01      2.255731e-02
         281      2.800000e-01      1.646975e-01      2.248080e-02
         282      2.800000e-01      1.651064e-01      2.240479e-02
         283      2.800000e-01      1.655124e-01      2.232930e-02
         284      3.600000e-01      1.661972e-01      2.226118e-02
         285      3.600000e-01      1.668772e-01      2.219345e-02
         286      2.800000e-01      1.672727e-01      2.211938e-02
         287      3.200000e-01      1.678049e-01      2.204871e-02
         288      2.000000e-01      1.679167e-01      2.197243e-02
         289      2.000000e-01      1.680277e-01      2.189668e-02
         290      2.400000e-01      1.682759e-01      2.182258e-02
         291      2.000000e-01      1.683849e-01      2.174786e-02
         292      1.600000e-01      1.683562e-01      2.167340e-02
         293      1.600000e-01      1.683276e-01      2.159945e-02
         294      2.000000e-01      1.684354e-01      2.152625e-02
         295      1.600000e-01      1.684068e-01      2.145330e-02
         296     -8.000000e-02      1.675676e-01      2.139723e-02
         297     -4.000000e-02      1.668687e-01      2.133660e-02
         298      4.000000e-02      1.664430e-01      2.126925e-02
         299      8.000000e-02      1.661538e-01      2.120008e-02
         300      0.000000e+00      1.656000e-01      2.113664e-02
         301     -1.200000e-01      1.646512e-01      2.108771e-02
         302     -1.600000e-01      1.635762e-01      2.104526e-02
         303      1.600000e-01      1.635644e-01      2.097581e-02
         304      4.000000e-01      1.643421e-01      2.092123e-02
         305      3.200000e-01      1.648525e-01      2.085886e-02
         306      2.800000e-01      1.652288e-01      2.079408e-02
         307      2.400000e-01      1.654723e-01      2.072778e-02
         308      0.000000e+00      1.649351e-01      2.066744e-02
         309      1.200000e-01      1.647896e-01      2.060107e-02
         310      4.000000e-02      1.643871e-01      2.053854e-02
         311     -8.000000e-02      1.636013e-01      2.048753e-02
         312     -1.600000e-01      1.625641e-01      2.044810e-02
         313     -8.000000e-02      1.617891e-01      2.039745e-02
         314      4.000000e-02      1.614013e-01      2.033618e-02
         315     -8.000000e-02      1.606349e-01      2.028606e-02
         316     -4.000000e-02      1.600000e-01      2.023179e-02
         317      4.000000e-02      1.596215e-01      2.017151e-02
         318      1.600000e-01      1.596226e-01      2.010808e-02
         319      0.000000e+00      1.591223e-01      2.005127e-02
         320      2.800000e-01      1.595000e-01      1.999217e-02
         321      4.400000e-01      1.603738e-01      1.994897e-02
         322      5.200000e-01      1.614907e-01      1.991826e-02
         323      7.600000e-01      1.633437e-01      1.994260e-02
         324      6.800000e-01      1.649383e-01      1.994470e-02
         325      6.800000e-01      1.665231e-01      1.994619e-02
         326      4.800000e-01      1.674847e-01      1.990817e-02
         327      5.200000e-01      1.685627e-01      1.987646e-02
         328      5.200000e-01      1.696341e-01      1.984472e-02
         329      3.600000e-01      1.702128e-01      1.979283e-02
         330      2.400000e-01      1.704242e-01      1.973398e-02
         331      0.000000e+00      1.699094e-01      1.968108e-02
         332      0.000000e+00      1.693976e-01      1.962845e-02
         333      2.000000e-01      1.694895e-01      1.956972e-02
         334      0.000000e+00      1.689820e-01      1.951771e-02
         335     -1.200000e-01      1.681194e-01      1.947850e-02
         336      0.000000e+00      1.676190e-01      1.942696e-02
         337      2.000000e-01      1.677151e-01      1.936955e-02
         338      2.400000e-01      1.679290e-01      1.931342e-02
         339      3.200000e-01      1.683776e-01      1.926166e-02
         340      3.600000e-01      1.689412e-01      1.921325e-02
         341      4.800000e-01      1.698534e-01      1.917855e-02
         342      4.000000e-01      1.705263e-01      1.913427e-02
         343      4.400000e-01      1.713120e-01      1.909461e-02
         344      5.600000e-01      1.724419e-01      1.907250e-02
         345      6.000000e-01      1.736812e-01      1.905744e-02
         346      5.200000e-01      1.746821e-01      1.902863e-02
         347      4.400000e-01      1.754467e-01      1.898915e-02
         348      3.600000e-01      1.759770e-01      1.894198e-02
         349      4.000000e-01      1.766189e-01      1.889858e-02
         350      3.200000e-01      1.770286e-01      1.884903e-02
         351      2.400000e-01      1.772080e-01      1.879618e-02
         352      2.800000e-01      1.775000e-01      1.874505e-02
         353      4.000000e-01      1.781303e-01      1.870254e-02
         354      4.800000e-01      1.789831e-01      1.866914e-02
         355      4.000000e-01      1.796056e-01      1.862693e-02
         356      3.600000e-01      1.801124e-01      1.858150e-02
         357      3.200000e-01      1.805042e-01      1.853358e-02
         358      1.600000e-01      1.804469e-01      1.848190e-02
         359     -4.000000e-02      1.798329e-01      1.844061e-02
         360     -1.200000e-01      1.790000e-01      1.840819e-02
         361     -2.400000e-01      1.778393e-01      1.839375e-02
         362     -1.600000e-01      1.769061e-01      1.836660e-02
         363     -2.000000e-01      1.758678e-01      1.834533e-02
         364      4.000000e-02      1.754945e-01      1.829873e-02
         365     -4.000000e-02      1.749041e-01      1.825812e-02
         366     -1.600000e-01      1.739891e-01      1.823114e-02
         367     -1.200000e-01      1.731880e-01      1.819906e-02
         368      0.000000e+00      1.727174e-01      1.815569e-02
         369     -1.200000e-01      1.719241e-01      1.812381e-02
         370      4.000000e-02      1.715676e-01      1.807833e-02
         371      2.000000e-01      1.716442e-01      1.802977e-02
         372      3.200000e-01      1.720430e-01      1.798571e-02
         373      1.600000e-01      1.720107e-01      1.793752e-02
         374      8.000000e-02      1.717647e-01      1.789124e-02
         375      4.000000e-02      1.714133e-01      1.784698e-02
         376      4.000000e-02      1.710638e-01      1.780294e-02
         377      8.000000e-02      1.708223e-01      1.775736e-02
         378      4.000000e-01      1.714286e-01      1.772073e-02
         379      3.600000e-01      1.719261e-01      1.768095e-02
         380      3.600000e-01      1.724211e-01      1.764135e-02
         381      4.400000e-01      1.731234e-01      1.760902e-02
         382      4.400000e-01      1.738220e-01      1.757678e-02
         383      4.800000e-01      1.746214e-01      1.754906e-02
         384      5.200000e-01      1.755208e-01      1.752639e-02
         385      6.400000e-01      1.767273e-01      1.752234e-02
         386      5.200000e-01      1.776166e-01      1.749950e-02
         387      2.800000e-01      1.778811e-01      1.745628e-02
         388      3.600000e-01      1.783505e-01      1.741760e-02
         389      3.600000e-01      1.788175e-01      1.737908e-02
         390      5.600000e-01      1.797949e-01      1.736198e-02
         391      4.000000e-01      1.803581e-01      1.732671e-02
         392      4.400000e-01      1.810204e-01      1.729516e-02
         393      1.200000e-01      1.808651e-01      1.725185e-02
         394      8.000000e-02      1.806091e-01      1.720997e-02
         395      8.000000e-02      1.803544e-01      1.716828e-02
         396      1.600000e-01      1.803030e-01      1.712500e-02
         397      0.000000e+00      1.798489e-01      1.708789e-02
         398      0.000000e+00      1.793970e-01      1.705093e-02
         399      2.000000e-01      1.794486e-01      1.700827e-02
         400      1.600000e-01      1.794000e-01      1.696582e-02
         401      8.000000e-02      1.791521e-01      1.692532e-02
         402      2.400000e-01      1.793035e-01      1.688390e-02
         403      2.000000e-01      1.793548e-01      1.684208e-02
         404      2.400000e-01      1.795050e-01      1.680106e-02
         405      5.200000e-01      1.803457e-01      1.678060e-02
         406      2.000000e-01      1.803941e-01      1.673934e-02
         407      2.800000e-01      1.806388e-01      1.670000e-02
         408      2.800000e-01      1.808824e-01      1.666084e-02
         409      3.600000e-01      1.813203e-01      1.662586e-02
         410      4.400000e-01      1.819512e-01      1.659728e-02
         411      5.200000e-01      1.827737e-01      1.657726e-02
         412      4.400000e-01      1.833981e-01      1.654878e-02
         413      4.000000e-01      1.839225e-01      1.651702e-02
         414      2.800000e-01      1.841546e-01      1.647875e-02
         415      5.200000e-01      1.849639e-01      1.645890e-02
         416      6.000000e-01      1.859615e-01      1.644955e-02
         417      6.000000e-01      1.869544e-01      1.644004e-02
         418      6.800000e-01      1.881340e-01      1.644297e-02
         419      6.000000e-01      1.891169e-01      1.643308e-02
         420      6.400000e-01      1.901905e-01      1.642898e-02
         421      6.800000e-01      1.913539e-01      1.643110e-02
         422      8.400000e-01      1.928910e-01      1.646390e-02
         423      6.000000e-01      1.938534e-01      1.645309e-02
         424      7.600000e-01      1.951887e-01      1.646838e-02
         425      8.400000e-01      1.967059e-01      1.649937e-02
         426      8.800000e-01      1.983099e-01      1.653842e-02
         427      8.400000e-01      1.998126e-01      1.656782e-02
         428      1.000000e+00      2.016822e-01      1.663427e-02
         429      1.000000e+00      2.035431e-01      1.669925e-02
         430      9.200000e-01      2.052093e-01      1.674334e-02
         431      1.000000e+00      2.070534e-01      1.680573e-02
         432      9.600000e-01      2.087963e-01      1.685697e-02
         433      7.600000e-01      2.100693e-01      1.686603e-02
         434      8.000000e-01      2.114286e-01      1.688186e-02
         435      8.000000e-01      2.127816e-01      1.689718e-02
         436      6.800000e-01      2.138532e-01      1.689237e-02
         437      5.600000e-01      2.146453e-01      1.687228e-02
         438      2.800000e-01      2.147945e-01      1.683442e-02
         439      4.400000e-01      2.153075e-01      1.680388e-02
         440      4.000000e-01      2.157273e-01      1.677094e-02
         441      3.600000e-01      2.160544e-01      1.673610e-02
         442      5.200000e-01      2.167421e-01      1.671235e-02
         443      5.200000e-01      2.174266e-01      1.668864e-02
         444      4.800000e-01      2.180180e-01      1.666153e-02
         445      4.400000e-01      2.185169e-01      1.663155e-02
         446      7.600000e-01      2.197309e-01      1.663852e-02
         447      8.400000e-01      2.211186e-01      1.665906e-02
         448      8.000000e-01      2.224107e-01      1.667191e-02
         449      5.200000e-01      2.230735e-01      1.664795e-02
         450      5.200000e-01      2.237333e-01      1.662402e-02
         451      5.600000e-01      2.244789e-01      1.660388e-02
         452      7.200000e-01      2.255752e-01      1.660329e-02
         453      6.000000e-01      2.264018e-01      1.658720e-02
         454      8.400000e-01      2.277533e-01      1.660564e-02
         455      8.000000e-01      2.290110e-01      1.661670e-02
         456      8.000000e-01      2.302632e-01      1.662737e-02
         457      6.000000e-01      2.310722e-01      1.661066e-02
         458      5.200000e-01      2.317031e-01      1.658637e-02
         459      6.000000e-01      2.325054e-01      1.656963e-02
         460      5.200000e-01      2.331304e-01      1.654539e-02
         461      4.400000e-01      2.335792e-01      1.651558e-02
         462      4.400000e-01      2.340260e-01      1.648588e-02
         463      2.400000e-01      2.340389e-01      1.645028e-02
         464      4.000000e-01      2.343966e-01      1.641871e-02
         465      2.000000e-01      2.343226e-01      1.638357e-02
         466      3.200000e-01      2.345064e-01      1.634944e-02
         467      4.800000e-01      2.350321e-01      1.632288e-02
         468      3.200000e-01      2.352137e-01      1.628902e-02
         469      3.200000e-01      2.353945e-01      1.625529e-02
         470      4.800000e-01      2.359149e-01      1.622903e-02
         471      4.400000e-01      2.363482e-01      1.620036e-02
         472      4.400000e-01      2.367797e-01      1.617178e-02
         473      4.000000e-01      2.371247e-01      1.614127e-02
         474      3.600000e-01      2.373840e-01      1.610930e-02
         475      3.200000e-01      2.375579e-01      1.607632e-02
         476      3.600000e-01      2.378151e-01      1.604461e-02
         477      1.600000e-01      2.376520e-01      1.601180e-02
         478      8.000000e-02      2.373222e-01      1.598170e-02
         479     -8.000000e-02      2.366597e-01      1.596206e-02
         480      1.200000e-01      2.364167e-01      1.593065e-02
         481      4.000000e-02      2.360083e-01      1.590277e-02
         482      1.200000e-01      2.357676e-01      1.587160e-02
         483      4.000000e-02      2.353623e-01      1.584391e-02
         484      1.600000e-01      2.352066e-01      1.581194e-02
         485      4.000000e-01      2.355464e-01      1.578299e-02
         486      6.400000e-01      2.363786e-01      1.577244e-02
         487      4.800000e-01      2.368789e-01      1.574798e-02
         488      5.600000e-01      2.375410e-01      1.572962e-02
         489      4.800000e-01      2.380368e-01      1.570527e-02
         490      4.400000e-01      2.384490e-01      1.567863e-02
         491      3.200000e-01      2.386151e-01      1.564757e-02
         492      4.000000e-01      2.389431e-01      1.561921e-02
         493      3.200000e-01      2.391075e-01      1.558839e-02
         494      1.200000e-01      2.388664e-01      1.555870e-02
         495      4.000000e-02      2.384646e-01      1.553245e-02
         496     -8.000000e-02      2.378226e-01      1.551440e-02
         497     -4.000000e-02      2.372636e-01      1.549326e-02
         498     -4.000000e-02      2.367068e-01      1.547214e-02
         499     -1.600000e-01      2.359118e-01      1.546155e-02
         500     -1.200000e-01      2.352000e-01      1.544700e-02
         501     -8.000000e-02      2.345709e-01      1.542898e-02
         502     -4.000000e-02      2.340239e-01      1.540793e-02
         503      8.000000e-02      2.337177e-01      1.538035e-02
         504      8.000000e-02      2.334127e-01      1.535285e-02
         505      4.000000e-02      2.330297e-01      1.532723e-02
         506      4.000000e-02      2.326482e-01      1.530168e-02
         507     -2.800000e-01      2.316371e-01      1.530487e-02
         508     -1.600000e-01      2.308661e-01      1.529415e-02
         509     -2.400000e-01      2.299411e-01      1.529205e-02
         510     -2.400000e-01      2.290196e-01      1.528981e-02
