#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         110     -9.200000e-01     -7.505455e-01      9.411472e-03
         111     -8.400000e-01     -7.513514e-01      9.361125e-03
         112     -8.400000e-01     -7.521429e-01      9.310945e-03
         113     -8.400000e-01     -7.529204e-01      9.260952e-03
         114     -7.600000e-01     -7.529825e-01      9.179924e-03
         115     -6.800000e-01     -7.523478e-01      9.122009e-03
         116     -6.800000e-01     -7.517241e-01      9.064667e-03
         117     -7.600000e-01     -7.517949e-01      8.987467e-03
         118     -8.400000e-01     -7.525424e-01      8.942334e-03
         119     -8.400000e-01     -7.532773e-01      8.897338e-03
         120     -7.600000e-01     -7.533333e-01      8.823370e-03
         121     -7.600000e-01     -7.533884e-01      8.750621e-03
         122     -7.600000e-01     -7.534426e-01      8.679063e-03
         123     -8.400000e-01     -7.541463e-01      8.636984e-03
         124     -7.600000e-01     -7.541935e-01      8.567460e-03
         125     -7.600000e-01     -7.542400e-01      8.499046e-03
         126     -7.600000e-01     -7.542857e-01      8.431716e-03
         127     -7.600000e-01     -7.543307e-01      8.365445e-03
         128     -7.600000e-01     -7.543750e-01      8.300207e-03
         129     -6.000000e-01     -7.531783e-01      8.321686e-03
         130     -7.600000e-01     -7.532308e-01      8.257839e-03
         131     -6.000000e-01     -7.520611e-01      8.277230e-03
         132     -6.800000e-01     -7.515152e-01      8.232506e-03
         133     -7.600000e-01     -7.515789e-01      8.170855e-03
         134     -7.600000e-01     -7.516418e-01      8.110120e-03
         135     -7.600000e-01     -7.517037e-01      8.050281e-03
         136     -6.800000e-01     -7.511765e-01      8.008335e-03
         137     -6.800000e-01     -7.506569e-01      7.966714e-03
         138     -6.000000e-01     -7.495652e-01      7.983435e-03
         139     -6.800000e-01     -7.490647e-01      7.941672e-03
         140     -6.800000e-01     -7.485714e-01      7.900253e-03
         141     -6.800000e-01     -7.480851e-01      7.859177e-03
         142     -7.600000e-01     -7.481690e-01      7.804278e-03
         143     -8.400000e-01     -7.488112e-01      7.776079e-03
         144     -8.400000e-01     -7.494444e-01      7.747820e-03
         145     -8.400000e-01     -7.500690e-01      7.719516e-03
         146     -7.600000e-01     -7.501370e-01      7.666942e-03
         147     -7.600000e-01     -7.502041e-01      7.615080e-03
         148     -8.400000e-01     -7.508108e-01      7.587759e-03
         149     -8.400000e-01     -7.514094e-01      7.560408e-03
         150     -9.200000e-01     -7.525333e-01      7.593088e-03
         151     -9.200000e-01     -7.536424e-01      7.623367e-03
         152     -8.400000e-01     -7.542105e-01      7.594355e-03
         153     -8.400000e-01     -7.547712e-01      7.565390e-03
         154     -6.800000e-01     -7.542857e-01      7.531828e-03
         155     -6.800000e-01     -7.538065e-01      7.498468e-03
         156     -8.400000e-01     -7.543590e-01      7.470729e-03
         157     -7.600000e-01     -7.543949e-01      7.423232e-03
         158     -7.600000e-01     -7.544304e-01      7.376334e-03
         159     -6.000000e-01     -7.534591e-01      7.393609e-03
         160     -6.800000e-01     -7.530000e-01      7.361640e-03
         161     -8.400000e-01     -7.535404e-01      7.335722e-03
         162     -8.400000e-01     -7.540741e-01      7.309828e-03
         163     -9.200000e-01     -7.550920e-01      7.335519e-03
         164     -9.200000e-01     -7.560976e-01      7.359386e-03
         165     -9.200000e-01     -7.570909e-01      7.381519e-03
         166     -7.600000e-01     -7.571084e-01      7.337073e-03
         167     -8.400000e-01     -7.576048e-01      7.309908e-03
         168     -9.200000e-01     -7.585714e-01      7.330031e-03
         169     -9.200000e-01     -7.595266e-01      7.348632e-03
