#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        5280      1.0376     1.13093  0.00172919
        5281     1.03829     1.13092  0.00172895
        5282     1.03899      1.1309  0.00172871
        5283     1.03973     1.13088  0.00172847
        5284     1.04049     1.13086  0.00172823
        5285     1.04127     1.13085  0.00172798
        5286     1.04208     1.13083  0.00172774
        5287      1.0429     1.13081  0.00172749
        5288     1.04375      1.1308  0.00172724
        5289     1.04462     1.13078  0.00172699
        5290      1.0455     1.13077  0.00172674
        5291     1.04641     1.13075  0.00172649
        5292     1.04733     1.13073  0.00172624
        5293     1.04826     1.13072  0.00172598
        5294     1.04921      1.1307  0.00172572
        5295     1.05017     1.13069  0.00172546
        5296     1.05114     1.13067   0.0017252
        5297     1.05212     1.13066  0.00172494
        5298     1.05311     1.13064  0.00172468
        5299     1.05411     1.13063  0.00172441
        5300     1.05511     1.13061  0.00172415
        5301     1.05612      1.1306  0.00172388
        5302     1.05714     1.13059  0.00172361
        5303     1.05816     1.13057  0.00172334
        5304     1.05919     1.13056  0.00172307
        5305     1.06022     1.13055  0.00172279
        5306     1.06125     1.13053  0.00172252
        5307     1.06229     1.13052  0.00172224
        5308     1.06333     1.13051  0.00172196
        5309     1.06437      1.1305  0.00172168
        5310     1.06541     1.13048   0.0017214
        5311     1.06645     1.13047  0.00172112
        5312     1.06749     1.13046  0.00172084
        5313     1.06853     1.13045  0.00172055
        5314     1.06958     1.13044  0.00172027
        5315     1.07062     1.13042  0.00171998
        5316     1.07166     1.13041  0.00171969
        5317     1.07271      1.1304   0.0017194
        5318     1.07375     1.13039  0.00171911
        5319     1.07479     1.13038  0.00171882
        5320     1.07584     1.13037  0.00171853
        5321     1.07688     1.13036  0.00171824
        5322     1.07792     1.13035  0.00171794
        5323     1.07896     1.13034  0.00171765
        5324     1.08001     1.13033  0.00171735
        5325     1.08105     1.13032  0.00171705
        5326     1.08209     1.13031  0.00171675
        5327     1.08313     1.13031  0.00171645
        5328     1.08418      1.1303  0.00171615
        5329     1.08522     1.13029  0.00171585
        5330     1.08626     1.13028  0.00171555
        5331      1.0873     1.13027  0.00171525
        5332     1.08835     1.13026  0.00171494
        5333     1.08939     1.13026  0.00171464
        5334     1.09043     1.13025  0.00171433
        5335     1.09146     1.13024  0.00171403
        5336      1.0925     1.13023  0.00171372
        5337     1.09354     1.13023  0.00171341
        5338     1.09457     1.13022  0.00171311
        5339      1.0956     1.13021   0.0017128
        5340     1.09663     1.13021  0.00171249
        5341     1.09765      1.1302  0.00171218
        5342     1.09867      1.1302  0.00171187
        5343     1.09969     1.13019  0.00171156
        5344      1.1007     1.13018  0.00171125
        5345      1.1017     1.13018  0.00171093
        5346      1.1027     1.13017  0.00171062
        5347     1.10369     1.13017  0.00171031
        5348     1.10468     1.13016     0.00171
        5349     1.10565     1.13016  0.00170968
        5350     1.10662     1.13016  0.00170937
        5351     1.10757     1.13015  0.00170905
        5352     1.10852     1.13015  0.00170874
        5353     1.10945     1.13014  0.00170842
        5354     1.11038     1.13014  0.00170811
        5355     1.11129     1.13014  0.00170779
        5356     1.11218     1.13013  0.00170748
        5357     1.11306     1.13013  0.00170716
        5358     1.11393     1.13013  0.00170685
        5359     1.11478     1.13012  0.00170653
        5360     1.11562     1.13012  0.00170621
        5361     1.11644     1.13012   0.0017059
        5362     1.11724     1.13012  0.00170558
        5363     1.11802     1.13011  0.00170526
        5364     1.11879     1.13011  0.00170495
        5365     1.11954     1.13011  0.00170463
        5366     1.12027     1.13011  0.00170431
        5367     1.12099     1.13011    0.001704
        5368     1.12168      1.1301  0.00170368
        5369     1.12236      1.1301  0.00170336
        5370     1.12302      1.1301  0.00170305
        5371     1.12366      1.1301  0.00170273
        5372     1.12428      1.1301  0.00170241
        5373     1.12488      1.1301   0.0017021
        5374     1.12547      1.1301  0.00170178
        5375     1.12604      1.1301  0.00170147
        5376     1.12659      1.1301  0.00170115
        5377     1.12713      1.1301  0.00170083
        5378     1.12765      1.1301  0.00170052
        5379     1.12816      1.1301   0.0017002
        5380     1.12865     1.13009  0.00169988
        5381     1.12914     1.13009  0.00169957
        5382     1.12961     1.13009  0.00169925
        5383     1.13007     1.13009  0.00169894
        5384     1.13052     1.13009  0.00169862
        5385     1.13096     1.13009  0.00169831
        5386     1.13139      1.1301  0.00169799
        5387     1.13182      1.1301  0.00169768
        5388     1.13224      1.1301  0.00169736
        5389     1.13266      1.1301  0.00169705
        5390     1.13307      1.1301  0.00169673
        5391     1.13348      1.1301  0.00169642
        5392     1.13389      1.1301   0.0016961
        5393      1.1343      1.1301  0.00169579
        5394     1.13472      1.1301  0.00169547
        5395     1.13513      1.1301  0.00169516
        5396     1.13555      1.1301  0.00169485
        5397     1.13596      1.1301  0.00169453
        5398     1.13639      1.1301  0.00169422
        5399     1.13682     1.13011   0.0016939
        5400     1.13725     1.13011  0.00169359
        5401     1.13769     1.13011  0.00169328
        5402     1.13814     1.13011  0.00169297
        5403     1.13859     1.13011  0.00169265
        5404     1.13905     1.13011  0.00169234
        5405     1.13951     1.13011  0.00169203
        5406     1.13999     1.13012  0.00169172
        5407     1.14047     1.13012   0.0016914
        5408     1.14095     1.13012  0.00169109
        5409     1.14145     1.13012  0.00169078
        5410     1.14195     1.13012  0.00169047
        5411     1.14245     1.13013  0.00169016
        5412     1.14297     1.13013  0.00168985
        5413     1.14348     1.13013  0.00168954
        5414     1.14401     1.13013  0.00168923
        5415     1.14453     1.13014  0.00168892
        5416     1.14506     1.13014  0.00168861
        5417      1.1456     1.13014   0.0016883
        5418     1.14613     1.13015  0.00168799
        5419     1.14667     1.13015  0.00168768
        5420     1.14721     1.13015  0.00168737
        5421     1.14775     1.13015  0.00168707
        5422     1.14829     1.13016  0.00168676
        5423     1.14883     1.13016  0.00168645
        5424     1.14937     1.13017  0.00168614
        5425     1.14991     1.13017  0.00168584
        5426     1.15044     1.13017  0.00168553
        5427     1.15097     1.13018  0.00168522
        5428      1.1515     1.13018  0.00168492
        5429     1.15203     1.13018  0.00168461
        5430     1.15255     1.13019  0.00168431
        5431     1.15307     1.13019    0.001684
        5432     1.15359      1.1302   0.0016837
        5433      1.1541      1.1302  0.00168339
        5434     1.15461     1.13021  0.00168309
        5435     1.15512     1.13021  0.00168279
        5436     1.15563     1.13022  0.00168248
        5437     1.15613     1.13022  0.00168218
        5438     1.15663     1.13022  0.00168188
        5439     1.15713     1.13023  0.00168158
        5440     1.15763     1.13023  0.00168127
        5441     1.15812     1.13024  0.00168097
        5442     1.15862     1.13025  0.00168067
        5443     1.15912     1.13025  0.00168037
        5444     1.15962     1.13026  0.00168007
        5445     1.16013     1.13026  0.00167977
        5446     1.16063     1.13027  0.00167947
        5447     1.16115     1.13027  0.00167917
        5448     1.16167     1.13028  0.00167888
        5449     1.16219     1.13028  0.00167858
        5450     1.16273     1.13029  0.00167828
        5451     1.16327      1.1303  0.00167798
        5452     1.16382      1.1303  0.00167769
        5453     1.16439     1.13031  0.00167739
        5454     1.16496     1.13031   0.0016771
        5455     1.16555     1.13032   0.0016768
        5456     1.16615     1.13033  0.00167651
        5457     1.16676     1.13033  0.00167621
        5458     1.16739     1.13034  0.00167592
        5459     1.16803     1.13035  0.00167563
        5460     1.16869     1.13036  0.00167533
        5461     1.16936     1.13036  0.00167504
        5462     1.17006     1.13037  0.00167475
        5463     1.17076     1.13038  0.00167446
        5464     1.17149     1.13038  0.00167417
        5465     1.17223     1.13039  0.00167388
        5466     1.17299      1.1304  0.00167359
        5467     1.17376     1.13041  0.00167331
        5468     1.17455     1.13042  0.00167302
        5469     1.17536     1.13042  0.00167274
        5470     1.17618     1.13043  0.00167245
        5471     1.17702     1.13044  0.00167217
        5472     1.17787     1.13045  0.00167188
        5473     1.17874     1.13046   0.0016716
        5474     1.17961     1.13047  0.00167132
        5475      1.1805     1.13048  0.00167104
        5476      1.1814     1.13049  0.00167076
        5477     1.18231      1.1305  0.00167048
        5478     1.18323     1.13051   0.0016702
        5479     1.18416     1.13051  0.00166993
        5480     1.18509     1.13052  0.00166965
        5481     1.18603     1.13054  0.00166938
        5482     1.18697     1.13055  0.00166911
        5483     1.18791     1.13056  0.00166884
        5484     1.18886     1.13057  0.00166856
        5485     1.18981     1.13058   0.0016683
        5486     1.19075     1.13059  0.00166803
        5487     1.19169      1.1306  0.00166776
        5488     1.19263     1.13061   0.0016675
        5489     1.19356     1.13062  0.00166723
        5490     1.19449     1.13063  0.00166697
        5491     1.19541     1.13065  0.00166671
        5492     1.19632     1.13066  0.00166645
        5493     1.19722     1.13067  0.00166619
        5494     1.19811     1.13068  0.00166593
        5495     1.19899     1.13069  0.00166567
        5496     1.19985     1.13071  0.00166542
        5497      1.2007     1.13072  0.00166516
        5498     1.20154     1.13073  0.00166491
        5499     1.20237     1.13075  0.00166466
        5500     1.20318     1.13076  0.00166441
        5501     1.20397     1.13077  0.00166416
        5502     1.20474     1.13079  0.00166391
        5503      1.2055      1.1308  0.00166366
        5504     1.20624     1.13081  0.00166342
        5505     1.20697     1.13083  0.00166317
        5506     1.20767     1.13084  0.00166293
        5507     1.20836     1.13085  0.00166269
        5508     1.20903     1.13087  0.00166244
        5509     1.20968     1.13088   0.0016622
        5510     1.21032      1.1309  0.00166196
        5511     1.21093     1.13091  0.00166173
        5512     1.21153     1.13093  0.00166149
        5513     1.21211     1.13094  0.00166125
        5514     1.21268     1.13096  0.00166102
        5515     1.21322     1.13097  0.00166078
        5516     1.21375     1.13099  0.00166055
        5517     1.21427       1.131  0.00166032
        5518     1.21477     1.13102  0.00166009
        5519     1.21525     1.13103  0.00165986
        5520     1.21572     1.13105  0.00165963
        5521     1.21617     1.13106   0.0016594
        5522     1.21661     1.13108  0.00165917
        5523     1.21704     1.13109  0.00165894
        5524     1.21745     1.13111  0.00165871
        5525     1.21786     1.13112  0.00165849
        5526     1.21825     1.13114  0.00165826
        5527     1.21863     1.13116  0.00165804
        5528     1.21899     1.13117  0.00165782
        5529     1.21935     1.13119  0.00165759
        5530      1.2197      1.1312  0.00165737
        5531     1.22004     1.13122  0.00165715
        5532     1.22037     1.13124  0.00165693
        5533      1.2207     1.13125  0.00165671
        5534     1.22101     1.13127  0.00165649
        5535     1.22131     1.13129  0.00165627
        5536     1.22161      1.1313  0.00165605
        5537      1.2219     1.13132  0.00165583
        5538     1.22218     1.13133  0.00165561
        5539     1.22246     1.13135   0.0016554
        5540     1.22273     1.13137  0.00165518
        5541     1.22299     1.13138  0.00165496
        5542     1.22324      1.1314  0.00165475
        5543     1.22349     1.13142  0.00165453
        5544     1.22373     1.13143  0.00165432
        5545     1.22396     1.13145   0.0016541
        5546     1.22418     1.13147  0.00165389
        5547     1.22439     1.13148  0.00165368
        5548      1.2246      1.1315  0.00165346
        5549     1.22479     1.13152  0.00165325
        5550     1.22498     1.13153  0.00165304
        5551     1.22515     1.13155  0.00165283
        5552     1.22532     1.13157  0.00165261
        5553     1.22547     1.13158   0.0016524
        5554     1.22561      1.1316  0.00165219
        5555     1.22574     1.13162  0.00165198
        5556     1.22586     1.13164  0.00165177
        5557     1.22596     1.13165  0.00165156
        5558     1.22605     1.13167  0.00165135
        5559     1.22613     1.13169  0.00165114
        5560     1.22619      1.1317  0.00165093
        5561     1.22623     1.13172  0.00165072
        5562     1.22626     1.13174  0.00165051
        5563     1.22627     1.13175  0.00165031
        5564     1.22627     1.13177   0.0016501
        5565     1.22625     1.13179  0.00164989
        5566     1.22622     1.13181  0.00164968
        5567     1.22617     1.13182  0.00164947
        5568      1.2261     1.13184  0.00164926
        5569     1.22601     1.13186  0.00164905
        5570      1.2259     1.13187  0.00164884
        5571     1.22578     1.13189  0.00164863
        5572     1.22564     1.13191  0.00164842
        5573     1.22548     1.13192  0.00164821
        5574      1.2253     1.13194    0.001648
        5575     1.22511     1.13196  0.00164779
        5576      1.2249     1.13197  0.00164758
        5577     1.22467     1.13199  0.00164737
        5578     1.22443     1.13201  0.00164715
        5579     1.22416     1.13202  0.00164694
        5580     1.22388     1.13204  0.00164673
        5581     1.22359     1.13206  0.00164652
        5582     1.22328     1.13207   0.0016463
        5583     1.22295     1.13209  0.00164609
        5584     1.22261     1.13211  0.00164587
        5585     1.22226     1.13212  0.00164566
        5586     1.22189     1.13214  0.00164544
        5587     1.22151     1.13215  0.00164522
        5588     1.22111     1.13217  0.00164501
        5589      1.2207     1.13219  0.00164479
        5590     1.22027      1.1322  0.00164457
        5591     1.21983     1.13222  0.00164435
        5592     1.21938     1.13223  0.00164413
        5593     1.21892     1.13225  0.00164391
        5594     1.21844     1.13226  0.00164369
        5595     1.21795     1.13228  0.00164346
        5596     1.21744     1.13229  0.00164324
        5597     1.21693     1.13231  0.00164302
        5598     1.21639     1.13232  0.00164279
        5599     1.21584     1.13234  0.00164257
        5600     1.21528     1.13235  0.00164234
        5601      1.2147     1.13237  0.00164211
        5602      1.2141     1.13238  0.00164188
        5603     1.21348      1.1324  0.00164166
        5604     1.21285     1.13241  0.00164143
        5605     1.21219     1.13243  0.00164119
        5606     1.21152     1.13244  0.00164096
        5607     1.21082     1.13245  0.00164073
        5608      1.2101     1.13247  0.00164049
        5609     1.20936     1.13248  0.00164026
        5610     1.20859      1.1325  0.00164002
        5611     1.20779     1.13251  0.00163979
        5612     1.20697     1.13252  0.00163955
        5613     1.20612     1.13253  0.00163931
        5614     1.20523     1.13255  0.00163907
        5615     1.20432     1.13256  0.00163882
        5616     1.20338     1.13257  0.00163858
        5617      1.2024     1.13259  0.00163834
        5618     1.20139      1.1326  0.00163809
        5619     1.20034     1.13261  0.00163784
        5620     1.19925     1.13262   0.0016376
        5621     1.19813     1.13263  0.00163735
        5622     1.19697     1.13264  0.00163709
        5623     1.19577     1.13266  0.00163684
        5624     1.19453     1.13267  0.00163659
        5625     1.19325     1.13268  0.00163633
        5626     1.19192     1.13269  0.00163607
        5627     1.19056      1.1327  0.00163582
        5628     1.18915     1.13271  0.00163556
        5629      1.1877     1.13272   0.0016353
        5630     1.18621     1.13273  0.00163503
        5631     1.18467     1.13274  0.00163477
        5632     1.18309     1.13275   0.0016345
        5633     1.18147     1.13275  0.00163423
        5634     1.17981     1.13276  0.00163397
        5635      1.1781     1.13277   0.0016337
        5636     1.17634     1.13278  0.00163342
        5637     1.17455     1.13279  0.00163315
        5638     1.17272     1.13279  0.00163288
        5639     1.17084      1.1328   0.0016326
        5640     1.16892     1.13281  0.00163232
        5641     1.16697     1.13281  0.00163205
        5642     1.16497     1.13282  0.00163177
        5643     1.16293     1.13282  0.00163149
        5644     1.16086     1.13283  0.00163121
        5645     1.15875     1.13283  0.00163092
        5646     1.15661     1.13284  0.00163064
        5647     1.15443     1.13284  0.00163036
        5648     1.15222     1.13284  0.00163007
        5649     1.14998     1.13285  0.00162978
        5650     1.14771     1.13285   0.0016295
        5651     1.14541     1.13285  0.00162921
        5652     1.14308     1.13285  0.00162892
        5653     1.14072     1.13286  0.00162864
        5654     1.13834     1.13286  0.00162835
        5655     1.13594     1.13286  0.00162806
        5656     1.13351     1.13286  0.00162777
        5657     1.13107     1.13286  0.00162749
        5658     1.12861     1.13286   0.0016272
        5659     1.12613     1.13286  0.00162691
        5660     1.12363     1.13285  0.00162662
        5661     1.12113     1.13285  0.00162634
        5662     1.11861     1.13285  0.00162605
        5663     1.11609     1.13285  0.00162577
        5664     1.11356     1.13284  0.00162548
        5665     1.11102     1.13284   0.0016252
        5666     1.10848     1.13283  0.00162492
        5667     1.10594     1.13283  0.00162464
        5668      1.1034     1.13282  0.00162436
        5669     1.10086     1.13282  0.00162409
        5670     1.09833     1.13281  0.00162381
        5671     1.09581     1.13281  0.00162354
        5672     1.09329      1.1328  0.00162327
        5673     1.09079     1.13279    0.001623
        5674      1.0883     1.13278  0.00162273
        5675     1.08582     1.13278  0.00162247
        5676     1.08337     1.13277   0.0016222
        5677     1.08093     1.13276  0.00162194
        5678     1.07852     1.13275  0.00162169
        5679     1.07613     1.13274  0.00162143
        5680     1.07377     1.13273  0.00162118
        5681     1.07144     1.13272  0.00162093
        5682     1.06914     1.13271  0.00162068
        5683     1.06688     1.13269  0.00162044
        5684     1.06465     1.13268   0.0016202
        5685     1.06246     1.13267  0.00161996
        5686     1.06032     1.13266  0.00161972
        5687     1.05822     1.13264  0.00161949
        5688     1.05616     1.13263  0.00161926
        5689     1.05416     1.13262  0.00161904
        5690     1.05221      1.1326  0.00161882
        5691     1.05031     1.13259   0.0016186
        5692     1.04848     1.13257  0.00161838
        5693      1.0467     1.13256  0.00161816
        5694     1.04498     1.13254  0.00161795
        5695     1.04333     1.13253  0.00161774
        5696     1.04175     1.13251  0.00161754
        5697     1.04024      1.1325  0.00161734
        5698      1.0388     1.13248  0.00161714
        5699     1.03744     1.13246  0.00161694
        5700     1.03615     1.13245  0.00161674
        5701     1.03494     1.13243  0.00161655
        5702     1.03381     1.13241  0.00161636
        5703     1.03277     1.13239  0.00161617
        5704     1.03181     1.13238  0.00161598
        5705     1.03094     1.13236   0.0016158
        5706     1.03015     1.13234  0.00161561
        5707     1.02946     1.13232  0.00161543
        5708     1.02885      1.1323  0.00161525
        5709     1.02834     1.13229  0.00161507
        5710     1.02792     1.13227  0.00161489
        5711     1.02759     1.13225  0.00161471
        5712     1.02735     1.13223  0.00161453
        5713      1.0272     1.13221  0.00161436
        5714     1.02715     1.13219  0.00161418
        5715     1.02719     1.13218    0.001614
        5716     1.02732     1.13216  0.00161382
        5717     1.02754     1.13214  0.00161364
        5718     1.02785     1.13212  0.00161346
        5719     1.02825      1.1321  0.00161328
        5720     1.02873     1.13208   0.0016131
        5721      1.0293     1.13207  0.00161292
        5722     1.02995     1.13205  0.00161274
        5723     1.03068     1.13203  0.00161255
        5724     1.03149     1.13201  0.00161237
        5725     1.03237       1.132  0.00161218
        5726     1.03332     1.13198  0.00161199
        5727     1.03434     1.13196   0.0016118
        5728     1.03543     1.13195  0.00161161
        5729     1.03658     1.13193  0.00161141
        5730     1.03778     1.13191  0.00161121
        5731     1.03904      1.1319  0.00161101
        5732     1.04036     1.13188  0.00161081
        5733     1.04172     1.13186  0.00161061
        5734     1.04312     1.13185   0.0016104
        5735     1.04457     1.13183  0.00161019
        5736     1.04605     1.13182  0.00160998
        5737     1.04756      1.1318  0.00160977
        5738     1.04911     1.13179  0.00160955
        5739     1.05068     1.13178  0.00160933
        5740     1.05228     1.13176  0.00160911
        5741     1.05389     1.13175  0.00160889
        5742     1.05552     1.13173  0.00160866
        5743     1.05717     1.13172  0.00160844
        5744     1.05882     1.13171  0.00160821
        5745     1.06048      1.1317  0.00160797
        5746     1.06215     1.13168  0.00160774
        5747     1.06382     1.13167   0.0016075
        5748     1.06548     1.13166  0.00160726
        5749     1.06715     1.13165  0.00160702
        5750      1.0688     1.13164  0.00160678
        5751     1.07045     1.13163  0.00160654
        5752     1.07209     1.13162  0.00160629
        5753     1.07372     1.13161  0.00160604
        5754     1.07533      1.1316  0.00160579
        5755     1.07693     1.13159  0.00160554
        5756     1.07851     1.13158  0.00160529
        5757     1.08007     1.13157  0.00160504
        5758     1.08161     1.13156  0.00160478
        5759     1.08313     1.13155  0.00160452
        5760     1.08463     1.13155  0.00160427
        5761      1.0861     1.13154  0.00160401
        5762     1.08755     1.13153  0.00160375
        5763     1.08897     1.13152  0.00160349
        5764     1.09036     1.13152  0.00160322
        5765     1.09173     1.13151  0.00160296
        5766     1.09307      1.1315   0.0016027
        5767     1.09438      1.1315  0.00160243
        5768     1.09566     1.13149  0.00160217
        5769     1.09691     1.13148   0.0016019
        5770     1.09813     1.13148  0.00160163
        5771     1.09932     1.13147  0.00160136
        5772     1.10048     1.13147   0.0016011
        5773      1.1016     1.13146  0.00160083
        5774      1.1027     1.13146  0.00160056
        5775     1.10376     1.13145  0.00160029
        5776     1.10478     1.13145  0.00160002
        5777     1.10578     1.13144  0.00159975
        5778     1.10674     1.13144  0.00159948
        5779     1.10767     1.13143   0.0015992
        5780     1.10857     1.13143  0.00159893
        5781     1.10943     1.13143  0.00159866
        5782     1.11026     1.13142  0.00159839
        5783     1.11106     1.13142  0.00159812
        5784     1.11182     1.13142  0.00159784
        5785     1.11255     1.13141  0.00159757
        5786     1.11325     1.13141   0.0015973
        5787     1.11392     1.13141  0.00159702
        5788     1.11455      1.1314  0.00159675
        5789     1.11515      1.1314  0.00159648
        5790     1.11571      1.1314   0.0015962
        5791     1.11624     1.13139  0.00159593
        5792     1.11674     1.13139  0.00159566
        5793     1.11721     1.13139  0.00159538
        5794     1.11764     1.13139  0.00159511
        5795     1.11805     1.13139  0.00159484
        5796     1.11841     1.13138  0.00159456
        5797     1.11875     1.13138  0.00159429
        5798     1.11905     1.13138  0.00159401
        5799     1.11933     1.13138  0.00159374
        5800     1.11956     1.13137  0.00159347
        5801     1.11977     1.13137  0.00159319
        5802     1.11994     1.13137  0.00159292
        5803     1.12009     1.13137  0.00159265
        5804      1.1202     1.13137  0.00159237
        5805     1.12028     1.13136   0.0015921
        5806     1.12032     1.13136  0.00159183
        5807     1.12034     1.13136  0.00159156
        5808     1.12033     1.13136  0.00159128
        5809     1.12028     1.13136  0.00159101
        5810      1.1202     1.13136  0.00159074
        5811     1.12009     1.13135  0.00159046
        5812     1.11995     1.13135  0.00159019
        5813     1.11978     1.13135  0.00158992
        5814     1.11958     1.13135  0.00158965
        5815     1.11936     1.13135  0.00158938
        5816      1.1191     1.13134   0.0015891
        5817     1.11881     1.13134  0.00158883
        5818      1.1185     1.13134  0.00158856
        5819     1.11815     1.13134  0.00158829
        5820     1.11778     1.13133  0.00158802
        5821     1.11738     1.13133  0.00158775
        5822     1.11696     1.13133  0.00158748
        5823      1.1165     1.13133  0.00158721
        5824     1.11603     1.13132  0.00158693
        5825     1.11552     1.13132  0.00158666
        5826       1.115     1.13132  0.00158639
        5827     1.11445     1.13132  0.00158613
        5828     1.11387     1.13131  0.00158586
        5829     1.11328     1.13131  0.00158559
        5830     1.11266     1.13131  0.00158532
        5831     1.11203      1.1313  0.00158505
        5832     1.11138      1.1313  0.00158478
        5833     1.11071      1.1313  0.00158451
        5834     1.11002     1.13129  0.00158425
        5835     1.10932     1.13129  0.00158398
        5836      1.1086     1.13128  0.00158371
        5837     1.10788     1.13128  0.00158345
        5838     1.10714     1.13128  0.00158318
        5839     1.10639     1.13127  0.00158292
        5840     1.10564     1.13127  0.00158265
        5841     1.10488     1.13126  0.00158239
        5842     1.10411     1.13126  0.00158212
        5843     1.10334     1.13125  0.00158186
        5844     1.10257     1.13125   0.0015816
        5845      1.1018     1.13124  0.00158133
        5846     1.10103     1.13124  0.00158107
        5847     1.10027     1.13123  0.00158081
        5848     1.09951     1.13123  0.00158055
        5849     1.09875     1.13122  0.00158029
        5850     1.09801     1.13122  0.00158003
        5851     1.09727     1.13121  0.00157977
        5852     1.09655     1.13121  0.00157951
        5853     1.09584      1.1312  0.00157925
        5854     1.09514     1.13119  0.00157899
        5855     1.09447     1.13119  0.00157874
        5856      1.0938     1.13118  0.00157848
        5857     1.09316     1.13117  0.00157822
        5858     1.09254     1.13117  0.00157797
        5859     1.09193     1.13116  0.00157771
        5860     1.09135     1.13115  0.00157746
        5861     1.09079     1.13115   0.0015772
        5862     1.09026     1.13114  0.00157695
        5863     1.08975     1.13113   0.0015767
        5864     1.08927     1.13113  0.00157644
        5865     1.08882     1.13112  0.00157619
        5866      1.0884     1.13111  0.00157594
        5867       1.088      1.1311  0.00157569
        5868     1.08763      1.1311  0.00157544
        5869      1.0873     1.13109  0.00157519
        5870       1.087     1.13108  0.00157494
        5871     1.08672     1.13107  0.00157469
        5872     1.08648     1.13107  0.00157444
        5873     1.08628     1.13106  0.00157419
        5874     1.08611     1.13105  0.00157394
        5875     1.08597     1.13104  0.00157369
        5876     1.08586     1.13104  0.00157344
        5877     1.08579     1.13103  0.00157319
        5878     1.08576     1.13102  0.00157294
        5879     1.08576     1.13101  0.00157269
        5880      1.0858     1.13101  0.00157244
        5881     1.08588       1.131   0.0015722
        5882       1.086     1.13099  0.00157195
        5883     1.08615     1.13098   0.0015717
        5884     1.08634     1.13097  0.00157145
        5885     1.08658     1.13097   0.0015712
        5886     1.08685     1.13096  0.00157095
        5887     1.08717     1.13095   0.0015707
        5888     1.08753     1.13094  0.00157045
        5889     1.08794     1.13094   0.0015702
        5890     1.08839     1.13093  0.00156995
        5891     1.08889     1.13092   0.0015697
        5892     1.08944     1.13092  0.00156945
        5893     1.09004     1.13091   0.0015692
        5894     1.09069      1.1309  0.00156895
        5895     1.09139      1.1309   0.0015687
        5896     1.09215     1.13089  0.00156845
        5897     1.09297     1.13088  0.00156819
        5898     1.09384     1.13088  0.00156794
        5899     1.09477     1.13087  0.00156769
        5900     1.09576     1.13086  0.00156743
        5901     1.09681     1.13086  0.00156718
        5902     1.09792     1.13085  0.00156692
        5903      1.0991     1.13085  0.00156666
        5904     1.10034     1.13084  0.00156641
        5905     1.10165     1.13084  0.00156615
        5906     1.10303     1.13083  0.00156589
        5907     1.10447     1.13083  0.00156563
        5908     1.10598     1.13082  0.00156537
        5909     1.10755     1.13082  0.00156511
        5910      1.1092     1.13082  0.00156485
        5911      1.1109     1.13081  0.00156459
        5912     1.11268     1.13081  0.00156433
        5913     1.11452     1.13081  0.00156407
        5914     1.11643      1.1308  0.00156381
        5915     1.11839      1.1308  0.00156354
        5916     1.12042      1.1308  0.00156328
        5917     1.12251      1.1308  0.00156302
        5918     1.12466      1.1308  0.00156275
        5919     1.12686      1.1308  0.00156249
        5920     1.12912      1.1308  0.00156222
        5921     1.13142      1.1308  0.00156196
        5922     1.13377      1.1308   0.0015617
        5923     1.13617      1.1308  0.00156143
        5924     1.13861      1.1308  0.00156117
        5925     1.14108      1.1308  0.00156091
        5926     1.14359      1.1308  0.00156065
        5927     1.14613     1.13081  0.00156038
        5928      1.1487     1.13081  0.00156012
        5929     1.15128     1.13081  0.00155987
        5930     1.15389     1.13082  0.00155961
        5931     1.15651     1.13082  0.00155935
        5932     1.15915     1.13083  0.00155909
        5933     1.16179     1.13083  0.00155884
        5934     1.16443     1.13084  0.00155859
        5935     1.16708     1.13084  0.00155834
        5936     1.16972     1.13085  0.00155809
        5937     1.17235     1.13086  0.00155784
        5938     1.17498     1.13086   0.0015576
        5939     1.17759     1.13087  0.00155735
        5940     1.18018     1.13088  0.00155711
        5941     1.18276     1.13089  0.00155688
        5942     1.18531      1.1309  0.00155664
        5943     1.18784     1.13091  0.00155641
        5944     1.19033     1.13092  0.00155618
        5945      1.1928     1.13093  0.00155595
        5946     1.19523     1.13094  0.00155573
        5947     1.19762     1.13095  0.00155551
        5948     1.19998     1.13096  0.00155529
        5949      1.2023     1.13097  0.00155507
        5950     1.20457     1.13099  0.00155486
        5951     1.20681       1.131  0.00155465
        5952     1.20899     1.13101  0.00155445
        5953     1.21113     1.13103  0.00155424
        5954     1.21321     1.13104  0.00155404
        5955     1.21525     1.13105  0.00155385
        5956     1.21723     1.13107  0.00155365
        5957     1.21917     1.13108  0.00155346
        5958     1.22104      1.1311  0.00155328
        5959     1.22286     1.13111  0.00155309
        5960     1.22463     1.13113  0.00155291
        5961     1.22633     1.13115  0.00155273
        5962     1.22798     1.13116  0.00155256
        5963     1.22957     1.13118  0.00155238
        5964      1.2311     1.13119  0.00155221
        5965     1.23256     1.13121  0.00155205
        5966     1.23397     1.13123  0.00155188
        5967     1.23531     1.13125  0.00155172
        5968     1.23659     1.13126  0.00155156
        5969      1.2378     1.13128   0.0015514
        5970     1.23895      1.1313  0.00155125
        5971     1.24004     1.13132   0.0015511
        5972     1.24106     1.13134  0.00155094
        5973     1.24201     1.13135   0.0015508
        5974      1.2429     1.13137  0.00155065
        5975     1.24372     1.13139   0.0015505
        5976     1.24447     1.13141  0.00155036
        5977     1.24515     1.13143  0.00155022
        5978     1.24576     1.13145  0.00155008
