#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         419     -3.343593e+00     -3.461360e+00      9.200612e-03
         420     -3.342616e+00     -3.461077e+00      9.183049e-03
         421     -3.341904e+00     -3.460794e+00      9.165598e-03
         422     -3.341005e+00     -3.460510e+00      9.148273e-03
         423     -3.339641e+00     -3.460225e+00      9.131108e-03
         424     -3.339530e+00     -3.459940e+00      9.114008e-03
         425     -3.339813e+00     -3.459657e+00      9.096945e-03
         426     -3.339429e+00     -3.459375e+00      9.079968e-03
         427     -3.338986e+00     -3.459093e+00      9.063079e-03
         428     -3.338483e+00     -3.458811e+00      9.046284e-03
         429     -3.337922e+00     -3.458529e+00      9.029585e-03
         430     -3.337454e+00     -3.458248e+00      9.012975e-03
         431     -3.336775e+00     -3.457966e+00      8.996469e-03
         432     -3.336189e+00     -3.457684e+00      8.980059e-03
         433     -3.335092e+00     -3.457401e+00      8.963781e-03
         434     -3.334238e+00     -3.457117e+00      8.947619e-03
         435     -3.333328e+00     -3.456833e+00      8.931574e-03
         436     -3.332059e+00     -3.456546e+00      8.915672e-03
         437     -3.330885e+00     -3.456259e+00      8.899906e-03
         438     -3.329805e+00     -3.455970e+00      8.884268e-03
         439     -3.328572e+00     -3.455680e+00      8.868769e-03
         440     -3.327545e+00     -3.455389e+00      8.853392e-03
         441     -3.326926e+00     -3.455098e+00      8.838108e-03
         442     -3.325810e+00     -3.454805e+00      8.822951e-03
         443     -3.324962e+00     -3.454512e+00      8.807902e-03
         444     -3.323782e+00     -3.454217e+00      8.792984e-03
         445     -3.323014e+00     -3.453923e+00      8.778166e-03
         446     -3.322054e+00     -3.453627e+00      8.763462e-03
         447     -3.321206e+00     -3.453331e+00      8.748863e-03
         448     -3.320469e+00     -3.453034e+00      8.734359e-03
         449     -3.319542e+00     -3.452737e+00      8.719965e-03
         450     -3.318814e+00     -3.452439e+00      8.705664e-03
         451     -3.318913e+00     -3.452143e+00      8.691394e-03
         452     -3.318819e+00     -3.451848e+00      8.677169e-03
         453     -3.318529e+00     -3.451554e+00      8.663004e-03
         454     -3.318647e+00     -3.451261e+00      8.648867e-03
         455     -3.318419e+00     -3.450969e+00      8.634785e-03
         456     -3.318298e+00     -3.450678e+00      8.620750e-03
         457     -3.318280e+00     -3.450389e+00      8.606753e-03
         458     -3.317979e+00     -3.450099e+00      8.592815e-03
         459     -3.318477e+00     -3.449813e+00      8.578877e-03
         460     -3.319409e+00     -3.449529e+00      8.564910e-03
         461     -3.319837e+00     -3.449248e+00      8.550950e-03
         462     -3.320213e+00     -3.448969e+00      8.537002e-03
         463     -3.320537e+00     -3.448691e+00      8.523069e-03
         464     -3.321112e+00     -3.448416e+00      8.509134e-03
         465     -3.321333e+00     -3.448143e+00      8.495222e-03
         466     -3.321199e+00     -3.447871e+00      8.481359e-03
         467     -3.321162e+00     -3.447599e+00      8.467536e-03
         468     -3.321376e+00     -3.447329e+00      8.453738e-03
         469     -3.320932e+00     -3.447060e+00      8.440007e-03
         470     -3.321823e+00     -3.446794e+00      8.426255e-03
         471     -3.322573e+00     -3.446530e+00      8.412491e-03
         472     -3.323423e+00     -3.446269e+00      8.398711e-03
         473     -3.324373e+00     -3.446011e+00      8.384907e-03
         474     -3.324819e+00     -3.445756e+00      8.371115e-03
         475     -3.325213e+00     -3.445502e+00      8.357337e-03
         476     -3.325858e+00     -3.445250e+00      8.343559e-03
